First Name|Last Name|Age|Sex
laura|jimerson|21|Female
MARIA |AVALOS|18|Male
 BERTHA|TAYLOR|51|f
kevin|terry |77|MF
 jerry|knapp|71|m
DAVID| BRUCE|49|m
ROBERT|POPE |25|both
lawrence| vasquez|33|F
david|fannin|17|Girl
SUSAN|MANN|48|m
 MARY|MCCLURE|19|both
 edgar|hollack|52|Man
 DARRELL|THOMPSON|16|Female
ramiro|knie |6|F
barton |lopez|8|m
KIMBERLY|SCIPIO |30|both
MICHEL|BOZEMAN|44|-
alberta|gamez|7|-
lawrence|hart |45|Male
ROOSEVELT| NIDAY|33|f
 dale|denardo|45|LGBT
anna|hillman |46|MF
 ronald|baxley|56|both
 edward|fisher|43|-
gladys |moon|26|Girl
PEGGY|GRACIANO|175|LGBT
joseph| boggs|50|LGBT
 john|collins|49|m
joseph|bryant|34|f
CAMERON|MACDONALD |31|MF
BILL|HOUSE |26|LGBT
GERALD|ESTRADA |65|FM
 SASHA|DURHAM|64|Man
 lewis|hoffman|9|Male
ARNOLD|WOODS |53|FM
ERIC| MILLS|19|Female
julie| smith|70|f
 MICHAEL|ECONOMOU|50|F
LILLIAN|GASTON|41|m
amber|perez|64|MF
wendy|kurkowski|69|Male
lisa|richmon|10|LGBT
 margaret|jefferson|14|Girl
elinor|cann|33|LGBT
 ARNOLDO|GOINS|26|Female
CATHERINE |WILLIAMS|69|-
ROSA| RUBEL|65|FM
 KENNETH|THOMPSON|44|MF
WENDELL |ZANDERS|90|F
 JAMES|SILVERA|70|m
courtney |morrow|26|LGBT
DIANA|FOX|31|f
marshall|fondren |5|Male
 consuelo|phillips|27|LGBT
jeffrey|howard |57|F
JOHN|HAYES|30|-
JEFFRY|DELONG|55|Female
TRANG |DOBBINS|38|Girl
 SHIRLEY|JOHNSON|97|FM
YOLONDA|WIENER|21|f
salvatore|olson|20|-
SEAN| MINCKS|48|-
wanda|woodall |38|Male
lillian| kirby|16|Female
linda |larson|43|LGBT
denise| forbes|61|Female
marty| amin|151|Male
retha |lawson|46|m
 MARGARET|WILBURN|26|-
PEARL|MONTOYA |39|f
ROBERT|DAVILA|20|both
KURT| ROE|26|both
catherine|helfer|48|F
CHARLES|HOLLIDAY |2|-
KELLY|BELL |37|M
HECTOR |RICHARDSON|2|FM
LAURA| FAIRCHILD|36|f
JACK|WHITE |3|Female
LARRY|SANCHEZ |39|M
harvey| ruiz|158|m
wesley| okeefe|68|Female
LOURDES|MOSCHETTI |19|Female
CATHERINE| HAWKINS|55|-
 jeniffer|farrior|165|FM
ADAM|BOSTON |32|-
jake|sanders |64|MF
HELEN|HEINRICH|69|-
DAN| WOOLSEY|38|F
melba|boswell |25|F
jeff |hunt|190|F
george| fountain|64|-
MARY|VILLALOBAS |60|Female
 CAMILLE|TUCKER|53|-
adam|porter|25|Girl
karen| stelly|3|-
EUGENE|WOODSON|58|both
INA |TRIBBETT|30|f
 FRANCIS|HOWELL|48|both
REBECCA|HIRSCH |9|F
MIGUEL| MURPHY|22|Girl
adriana|rizo |65|M
JOHN |CANADA|69|Man
JULIA |PROUDFOOT|65|M
laura|crossley|27|Girl
 connie|ayala|19|m
DOROTHY|JOHNSON|40|both
larry|daner|131|M
jeffrey|angotti|10|MF
JOSHUA|ARMSTEAD|53|Girl
 jesse|braun|62|Male
JOYCE|LEONARD |38|f
ANGELA|QUEZADA |39|both
christian|allen |16|FM
brad| rodriguez|44|F
 joseph|evenson|56|M
DAISY|COIL|27|LGBT
MICHEAL| GARDNER|149|Male
JASON |SCHLUETER|17|F
 MARGARET|WARREN|2|M
nilsa |stovall|28|-
scott|parsons |1|FM
 dorothy|butler|71|Female
JAMES |WILLIAMS|45|LGBT
joseph |hicks|44|M
STEVEN |SINCLAIR|16|-
ELIZABETH |DAVIS|43|F
brian |sachs|112|F
 david|mccalmont|60|f
AMY|CHEUNG|23|Male
laura| mayon|36|-
julio|cunningham|30|f
jonathan|woltz|41|-
SHERRI|MORGAN|32|FM
terry|bacon |47|M
janice|stone|67|FM
eldon |lopez|17|LGBT
 lisa|crabtree|70|MF
herbert |ogilvie|57|Female
jessica |price|50|MF
CAROLYN|SCOTT |21|FM
 emmy|hader|62|F
CHARLES| NELSON|14|LGBT
VICTOR |CARTER|26|m
mark |spivey|63|m
mattie| tracy|7|FM
