First Name|Last Name|Age|Sex
lizette|manville|41|Male
LISA|RAMEY|116|MF
 MILTON|CRUMM|60|Male
ELLEN|SANDERS|54|Female
 timothy|gagnon|49|-
michael|mulvaney |53|both
KEVIN|RIVERA |43|F
JOSE|EFIRD |23|F
judy| feddersen|54|m
robert|goshorn |21|FM
JOHN |TRAYLOR|116|M
MELVIN|DAVIS |59|Female
melissa| york|4|M
peggy |meeler|10|-
edward| richardson|15|f
 DORIS|BAKER|32|Male
clinton|jefferson|39|Female
john|jackson |55|both
MERCY|GILLENWATERS |39|M
rex |moro|44|f
GERALD |HURT|6|both
sidney| kizer|40|LGBT
WILLIAM| HONG|13|LGBT
 BRETT|GARRIS|112|M
DIANE|MACARENO |40|f
jeri |ornelas|70|both
frank| hager|59|Male
maria|hall|66|both
michelle|barber |15|m
KENNETH|FRYE |50|F
carlos| yost|55|m
JUNG|KESTLER|50|MF
TIMOTHY|SMITH|54|-
 WILLIAM|HARRELSON|38|FM
 eric|fajardo|64|both
EDWARD|DAVIS|5|M
ronald|patel |30|-
SANDY| CORCORAN|38|m
RICKI |BUDGE|173|both
morgan |layton|8|-
 michael|mckinney|32|m
MARY|MCCLURE |46|F
aaron|robert|33|f
MARIE|HERNANDEZ|54|Male
 john|mcelroy|11|F
IRIS| PLESSIS|5|m
BRADFORD|SEYMOUR|20|LGBT
gene |green|32|f
MARGARET| WINGFIELD|20|Man
ANTHONY| ESTABILLO|25|m
INEZ |NAUGHTON|29|Man
 liz|sipes|56|Female
SUSAN |LEWIS|68|MF
 wilma|clay|60|LGBT
RODNEY| THARP|75|LGBT
TERESA| VARGAS|24|Female
william|marshall|44|F
 chris|samson|29|F
BRIAN| BROWN|27|Male
CAROL |COLE|3|Male
marilyn|dailey|88|LGBT
 eddie|hendrix|66|FM
karen |mcdonough|75|both
ANGELA |WILLIAMS|100|LGBT
VICKIE|RYAN|102|both
ROSIE| JOHNSON|32|Man
THOMAS|SCHOLER |30|F
benjamin| takata|32|m
JOSE |MEDINA|26|MF
martha| szczepanek|44|FM
JOHN |BARNHILL|17|-
KATHLEEN| CARLSON|63|LGBT
JOSE|LEADBETTER |40|LGBT
JOHN |CAMPBELL|35|Female
lowell|dann |62|F
ROBERT| HUGGINS|156|M
 KIMBERLY|HAYNES|33|Male
EDITH |JAMES|67|M
 leesa|webster|42|m
steve| plant|51|M
CATHERINE|MCEACHERN|14|M
margaret|pearse |56|M
HUGO |HOFER|26|Female
lonnie|spraggins |69|Man
 lana|duarte|44|FM
 ANTHONY|HORODYSKI|58|both
 larry|kugler|65|both
WILMA| PARHAM|58|-
dianne|simmons|45|MF
CRISTINA |PAPP|34|Male
ARTHUR|HOLMES |71|M
michael|shelton|26|f
CLIFFORD|YOUNG|69|Female
sandy |sebald|48|M
 DONALD|STEWART|24|F
TERRENCE |BAKER|33|f
david|hendrix |39|Female
ROBERT|CUOMO|68|FM
 julio|stafford|60|Girl
 SUSANNA|SILVER|36|f
BERTHA| WHORLEY|194|MF
 andrea|sanchez|46|m
linda| crowell|47|-
chau |blake|32|F
michael| cisco|52|FM
maria|sanford |26|LGBT
DEBROAH |LOVE|10|F
angela |schwartzkopf|22|F
ELIZABETH |PALMER|24|M
 AMANDA|GEATHERS|6|LGBT
 mary|castelli|20|Female
JOSEPH |HILTNER|30|FM
eva| parpan|66|Male
BRIAN| BEZIO|24|m
DELBERT| OSMUN|15|Man
miriam| ponce|55|F
JASON| HARDEN|40|MF
NANCY |KING|67|m
TERRY|MORALES|56|FM
ROBERT| PARKER|34|MF
 CLARA|GARDNER|35|M
JANICE|RILEY |62|F
leroy |deponte|50|LGBT
 JIMMY|CORMIER|53|LGBT
connie |carpenter|57|f
