First Name|Last Name|Age|Sex
marion|ashley |48|both
raymond|lux |68|F
laura| slocum|38|F
 ROSENDO|BUSH|29|FM
daniel| conklin|15|F
CATHY|JACOBS|63|Male
GEOFFREY|RUTHERFORD |21|F
BRETT| STEPHENS|49|-
 SHIRLEY|GLOSS|15|Male
 GREGORY|MOORE|84|F
eric|beckstead |19|M
rose |spaulding|6|LGBT
SHERMAN|MORTON |38|Female
 ROSA|FLOER|24|both
CHRISTINE|MONTALVO |46|-
shirley|freeman|49|m
JAMES|DEAN|66|-
 ANN|GARCIA|15|F
HAROLD|FREEMAN |64|Female
RALPH|POLLEY|29|Female
 jennie|schumacher|33|Male
corey|marshall |185|Female
SHAWN|GREENBERG |22|-
margaret|pike |41|f
HOLLIE|JOSLIN|39|Male
 david|paulson|151|Girl
darryl| tewani|18|M
sharon |burroughs|50|Male
LEAH| MA|4|FM
DAVID|MARTIN|63|f
JENNIFFER|MILES|19|both
rhonda|lopez |23|f
 IRENE|FENNESSEY|77|-
carlos |schut|99|Girl
rosemary|natale|22|both
ULYSSES|KERN |36|Male
gary|broussard|40|both
mary |owen|37|Girl
brenda |crumbley|46|f
 HELEN|LOOPER|53|f
MELISSA|BARRERA |12|Male
WILLIAM|ATTERBERRY|36|-
shawn|pratt|51|F
tommy|alligood |63|F
 omer|don|13|f
DANIEL|YEE |33|Girl
LATISHA|MACKEY |30|m
LISA |FORD|37|Female
ALLISON|QUINN |10|LGBT
shirley |bridges|40|f
 ada|ledbetter|43|Female
ENRIQUETA|SANTIAGO|62|Male
 ROBERT|BUSH|31|F
RICHARD|SMITH|64|Male
 kathryn|moran|18|Man
 DEBBIE|ANDERSON|177|both
PAT|JOHNSON|67|Female
SHARON| YOUNG|53|MF
JOHN|SCHAEFFER|164|-
 AMY|GAINEY|97|Girl
 collin|lones|50|M
DWIGHT |MOELLER|58|MF
 kenneth|hedgepeth|70|m
RICKI |IRELAND|59|M
RICHARD |MORENO|25|Female
MICHAEL| STEWART|24|-
DEBORAH|SOUTHERLAND |21|both
 sandy|houghton|58|MF
GERALDINE |FOSTER|68|Female
 GAY|ALSTON|33|m
john|thorton |14|both
janice| brunkhorst|4|MF
shalonda|gimenez |28|both
 PETER|CLICK|51|M
diane |zoutte|42|FM
pedro| drake|42|m
mario |kyle|47|MF
gregory |livingston|40|LGBT
ROLAND |LAURITSEN|41|m
 ruth|sykes|31|Male
JAMES |HIGHLEY|56|m
RICHARD| HEBERT|38|m
AMY|WRIGHT|41|-
DENNIS |ISER|44|Female
pete |serrano|27|LGBT
TRINA|GARRETT|46|Female
CHERRYL|ROSENBERG|48|f
CATHERINE| SHOOK|49|-
KENNETH |MCCURDY|19|Female
CHRISTOPHER| WOOD|19|both
NICKI|NICHOLSON |45|M
ann|brown|50|F
ELIZABETH| AHMAD|59|MF
RICHARD| WOOLSEY|57|both
beverly| luong|70|LGBT
MICHAEL|CHIRINOS|43|F
DUSTIN|TURNER |34|Girl
JENNETTE |BUECKERS|54|M
daniel|gallagher |55|M
cynthia| marbury|58|Male
JANICE|MENZEL |69|MF
WADE|GAY |61|FM
SALVADOR |BEST|17|f
 STEVE|FUSSELL|65|FM
RICHARD|CHERAMIE|69|Man
 RYAN|MOLINA|139|F
 victor|anderson|27|MF
nicky| futrell|44|-
LINDSAY|HARVEY|73|MF
john |hopkins|3|both
ERIN |ADAMS|45|-
RAMONA|LASHBROOK|49|Female
 trevor|jordan|46|Male
JEANNETTE|WILLIAMS |40|Male
 ERNESTINE|DAVIS|39|M
JAMES|AUBUCHON|27|MF
LINDA |COSTELLO|29|both
DENIS| VARGAS|23|Female
jeanna| christie|110|-
anna |nelson|68|Female
greta|podolsky |55|f
ROGER|RODRIGUEZ|39|both
LINDA |PERKINS|109|F
TIMOTHY|ROGERS|36|-
ANTONIO |MOORE|37|f
randy|gregory|7|M
robert |light|44|M
TOMASA|ARREDONDO |60|f
jane|albrecht |55|LGBT
courtney| quiggle|65|both
william|mccullough|56|m
geoffrey|roberts|50|LGBT
nancy|kamp |190|m
katie|domina |57|Male
 DERRICK|MORSE|65|m
LESLIE|SIMPSON |113|LGBT
philip|rogers |60|both
LUCILLE|ANSPACH |1|m
matthew |butterfield|28|LGBT
 keith|noon|5|M
KELLY|DAHLKE |59|M
mary| colston|144|m
kelly |walker|61|MF
BRENDA|KARBAN |25|Female
rebecca| anderson|141|LGBT
 ALONZO|JENSEN|7|f
douglas| peters|49|Male
 elayne|mitchell|3|m
ROBERT |SELMAN|37|M
BRENT|WHEELER|192|F
fred|torres|26|LGBT
CHARLES| YIELDING|30|m
 joseph|barnes|33|F
jack| alvey|7|both
patrick| soto|170|f
NORMA|HALL|69|F
DAWN |THURMAN|70|F
ralph|bonner |3|m
BARBARA| KOLTER|2|F
zachary| hall|94|f
FRANCISCO|GONZALEZ|19|Man
calvin| thao|20|MF
DORIS|STEELE |54|MF
WILLIAM| OWENS|4|Girl
michael|holahan |22|MF
 warren|russell|86|-
zachary |marble|56|-
LARRY|ANDERSON|73|Male
MARION |HUHN|67|Male
DONNA|BUTTS|103|-
christopher |herrington|12|MF
 samuel|rose|32|F
rachel |gustafson|12|both
james| steptoe|55|Female
 michael|kennedy|41|MF
BETH |ESLER|21|m
 abraham|gardener|14|-
DOROTHY|HARGER |64|both
