First Name|Last Name|Age|Sex
ricky|rodriquez|49|M
anne| oneill|46|-
CONNIE|MALCOLM|78|m
 viola|comeaux|16|f
michael| hayhoe|34|FM
 cecilia|buchanan|55|FM
rudolph| bahena|32|both
SHERI| STAGLIANO|61|F
CHERI|PILGRIM |9|MF
JUSTIN |NORMAN|94|F
william| williams|43|F
 larry|bowers|61|-
roman| brummett|101|Male
donna|williams|5|FM
louise|anderson|63|F
GREGG|ALVINE|43|M
larry|hinds|45|both
 anna|jones|53|Male
theodore |joyner|32|-
jeffrey| pennell|62|-
LAURE| VALINE|44|M
DORA |THOMPSON|1|m
rosario |lankford|41|LGBT
MARYANNE|CLARK|26|-
 JOHN|WALLACE|68|m
 GEORGE|KELLY|55|f
kathleen |alonzo|36|Male
JACQUELINE |MORGAN|132|-
debora|lundsten|90|M
JILL |FIELDS|61|both
GEORGE| DAVIS|64|Girl
 justin|browne|31|MF
mario| boggs|46|LGBT
TRAVIS|CRAWFORD|61|FM
 john|trager|46|m
katherine |carstarphen|43|f
reynaldo|eastman|35|both
melisa| jordan|167|FM
BERNICE| FRALEY|69|m
terry|sims |47|F
heidi |tonner|47|F
MELANIE |SCHRAMM|28|Male
edna|fletcher |194|Male
MICHELLE |CASEY|119|-
susie|kovach|12|m
 ANGEL|ROOKS|40|MF
beth|griffith|45|Female
ursula|brown|63|Girl
gina|rimson|18|M
JEANNINE| MURRAY|48|-
VIOLET |ACHENBACH|55|F
carroll| wright|40|MF
LYNNE| VILLICANA|49|F
JOHN |MUELLER|59|Girl
PAT|CULP |31|Man
 regina|rivers|34|m
LESTER|GARDNER|69|both
AUBREY| LIVINGSTON|39|M
JOHN |FRANKE|59|M
ruth| serrano|52|m
 kimberly|brewer|69|m
JOSEPH| YAMASAKI|23|Male
RODOLFO|EWALT|52|Female
richard |roberts|28|Male
EVAN |ASHCRAFT|196|both
LAURA| SCARLETT|45|Female
helen|harden |43|F
 yvette|culbertson|39|m
CLAY|MELENDY|150|MF
rochelle| rios|33|Female
RHONDA |MULLENS|9|Male
JASON|MOHR |55|f
 barbara|drain|23|-
patrick|milot|47|m
josephine| jones|60|LGBT
gertrude|kama|57|LGBT
MARIA| SANDERS|35|both
HECTOR| ANTHONY|60|F
harold| tinsley|32|M
 marie|rzeszutko|25|F
DIANA| SAPPINGTON|28|-
herbert|padilla |37|M
audrey| french|9|-
esther|watson |106|FM
richard|hoff |77|-
CARLA| SCOTT|10|Female
JEANIE |PRICE|27|Female
ALMA |DUNCAN|3|F
 MILDRED|REMILLARD|41|LGBT
STEVEN |WILLIAMS|69|f
KATHI| WOODALL|47|F
cynthia |moore|30|Girl
annetta| sims|147|-
justin| hawkins|57|f
ina| bethell|50|f
kimiko|marcus |69|Male
 MARK|TILLMAN|44|-
 mervin|caya|58|Male
RANDOLPH |TORRES|48|LGBT
 aurora|faria|188|LGBT
COLLEEN |CLARK|8|m
jose| boesen|64|Male
michael |mccarthy|60|m
 JOSHUA|BUNTIN|34|f
trenton| hulsey|46|M
wayne |shaffer|53|Female
EARL|FORD |49|m
DENNIS|ABNER|9|m
HENRY| KNIFFEN|61|Male
opal|garcia|44|m
JOSE|THIERRY |50|Male
douglas|loos |30|m
 pearl|fredrick|19|Female
ROSALIE|CHAMPAGNE|68|M
seth |roldan|26|-
LINDA|BRACKEN |63|F
alice|galligan|19|LGBT
 barbara|charles|43|M
IRA| MILLER|104|LGBT
wendy| cardona|51|LGBT
gabrielle |schellermann|29|-
susan |gragg|64|Female
MIGDALIA |PETTIGREW|21|LGBT
MIGUEL| NUGENT|43|F
 GARLAND|MARTIN|22|Female
RICHARD|FEIST |45|m
SANDRA |JONES|54|M
 YVETTE|EATON|196|Girl
johnie |prieto|34|LGBT
donald| thomas|62|FM
RAFAELA|MURRY |34|both
 michael|jackson|24|M
 LATONYA|RIDDER|52|Male
helen |williams|53|F
MOLLY |BRANHAM|51|-
nicholas|kimbro |57|Male
nelda |potts|18|LGBT
DORIS |LOMBARD|53|Male
 stevie|kinsinger|66|LGBT
 ALEXIS|WISE|12|both
EMILY|BLEVINS|19|both
 CARLA|CHISHOLM|1|-
PATRICIA |BROWN|24|F
 DOMINIQUE|BROWN|187|FM
lee|quirarte|44|Girl
 kevin|blair|26|Female
ANNA|BALL |42|Female
carmen|kuns |49|FM
JOSEPH| CLARKSON|22|both
GEORGE|HATCHER|65|LGBT
bertha|edward |9|m
daniel| parker|55|both
NORMAN |STEINKE|14|both
JAMES |ANDERSON|3|M
 HARRY|BROWN|60|Male
FRANCES |LOWE|44|Man
LOUISE|HADEN|31|M
DIANA|MCMANUS|22|M
DANIEL| HENDERSON|12|M
 JAMES|DORCH|15|Male
MARGARET |WILKIE|53|-
lesley |bohrman|7|M
RAFAEL |HICKS|182|-
CRAIG |FEASTER|7|-
lori| mooney|185|m
ALFRED |WARNER|60|-
harold |gero|30|LGBT
joe|guttman |68|m
emma |dennis|59|m
SONIA|WALSH |12|FM
KENNETH|OWEN |49|LGBT
phyllis| burns|66|FM
 DAVID|JACOBSON|47|F
JOHN|CARRION |41|FM
hilda| giles|34|M
BOBBIE|LACY |8|LGBT
 DOLORES|PAYNE|188|-
MICHAEL |UREN|61|Male
BRUCE|WOODS|42|Male
WHITNEY|TERAN|58|m
 nancy|stermer|50|LGBT
 william|crain|40|F
rita|harding |61|-
 RAYMOND|FREEMAN|61|LGBT
echo |horne|55|FM
COLLETTE|GRANT |56|MF
HANNAH| BOWIE|13|Man
 jose|heredia|163|f
lori| butler|46|both
EDWARDO|TRUE|9|f
JEFFREY| NOE|52|M
THOMAS|CARO |42|FM
 cynthia|cianfrini|56|f
 BETTY|DINGEE|53|M
donna |comeaux|27|F
matthew|long |46|Girl
bonnie|sanders|25|M
kathryn|vietti|67|Male
OTTO|DUESTERHAUS|64|f
BRIAN |ROBERTS|38|F
steven| may|22|m
kevin| watters|23|Girl
 HERMAN|JORDAN|11|m
clifford|riston|51|FM
gregory| mckeane|43|m
AUSTIN| LOVINS|22|f
AARON |SANTARELLI|15|-
DAVID|ANDERSON |48|both
RUTH| PARRIGAN|52|Girl
BESS|JACKSON |59|F
 frank|lofton|44|Man
roger |jackson|30|MF
PAUL| GOODING|28|Male
 SHIRLEY|RUIZ|51|M
JANET |WILLIS|15|LGBT
patricia|grissett |18|FM
 margorie|cooper|155|both
JEANETTE |ONIEL|46|M
chelsea|reid|152|F
freda| hill|44|Female
timothy|artis |62|m
rosa|lopez|17|Male
 BOBBY|GERSHON|1|m
robert|knight|23|-
BROOKE |BUDZYNSKI|53|Man
 robert|hatfield|49|M
antonia|neal|19|-
HAROLD|WILLIAMS |18|Male
PATRICIA|LYERLY |37|f
margaret| sullivan|67|f
victor |cunningham|64|both
PETER|SLINKARD |18|m
julio| walker|50|F
 william|buck|19|Man
norma|clark |11|M
beatriz| leon|20|Girl
susan| phillips|5|m
 laura|villalobos|65|MF
SANDRA|PALACIOS |46|LGBT
alicia |moseley|66|F
GILBERT|EASTMAN|22|Male
DONNA| JESKE|36|Male
MICHAEL|MIXON |37|both
RENEE| DONNELLY|120|M
WAYNE| DUBOIS|35|Female
RICK|TAYLOR|36|both
timothy |osullivan|29|Girl
michael |wichmann|55|M
DAVID |ROLLINS|41|LGBT
BRUNO| KIRKWOOD|34|m
jennifer| dipietro|42|Male
 ANTONINA|FITTS|53|Male
angela |bies|64|LGBT
DAVE|LUNDQUIST|27|f
john|jones |22|-
 michele|morley|35|m
cynthia |dehart|33|Male
EVELYN|CATTANEO|55|FM
CECIL |DOMKE|62|M
 BRETT|SANTANA|43|-
chester|white |5|both
PAT |FOWLER|51|M
DANNY|RUST |45|both
VIOLA|MCDONALD |47|-
 tonya|robinson|50|-
deangelo| rowe|34|-
 genevieve|barnett|69|both
david |valencia|132|LGBT
JUANITA |BUZA|19|Male
todd| butts|51|both
 jeffrey|wallace|108|LGBT
 barbara|brady|60|F
MORRIS|ADAMS|21|both
CHRISTINA| KINCHELOE|196|M
THOMAS |TAUBE|2|m
DIANE|BOLYARD |3|f
joe|morrison|64|F
JILL|JUDKINS |26|-
sarah|wall|14|FM
diane |king|62|both
ANNA|MCDEVITT |43|-
HENRY |MACO|26|M
michael |purser|37|f
JOSEPH|LI|49|LGBT
NANCY|GRANT |38|F
 william|stiles|46|LGBT
WILLIAM|GARY|39|-
CINDY| KIRKWOOD|48|-
EHTEL |WATKINS|56|-
 ricki|brent|18|-
adam |kurtz|18|M
james|mclaughlin|59|M
LORRAINE| MALLORY|68|m
SANTOS |SIEFERT|68|both
BERNICE|MILLER |39|m
 james|abbott|69|-
forrest| young|21|F
brandon |mack|69|f
shawn|redmon |42|LGBT
MINNIE|SPIVEY |52|Female
STANLEY |JUUL|34|both
javier|kawai|17|Man
