First Name|Last Name|Age|Sex
linda|gonzales |64|f
bella| martin|20|Girl
 adan|barker|42|f
william| lundblad|40|both
maryellen |rivera|65|LGBT
 MYRIAM|HENLEY|34|M
 charles|aasen|14|Female
RANDY |HOUSTON|54|LGBT
FAUSTINO|WHITTINGTON |19|MF
jose|brown |37|LGBT
john|danielson|153|Male
paul|young|69|LGBT
carol| bright|50|Female
LETHA|GONZALES |52|m
ANGELA|ELLIOTT |68|MF
 michael|castle|50|M
ashly|booker|9|FM
 RICHARD|BUSHOVISKY|170|f
carol|beatty |33|Female
kent|barney|70|LGBT
nila |blanton|68|f
 GARRETT|BRANDT|68|Girl
DONNA|HORNER |78|-
TEDDY|STEVENS|3|-
melissa|chisholm|63|FM
stacey| brown|5|m
JEANNE|STEWART |41|-
VIRGINIA|DICKS|189|both
THERESA| COOK|35|f
glen|fletcher|85|LGBT
ILSE |BUCHWALD|46|FM
 debbie|jefferson|24|Male
 PETER|CASTILLO|177|M
thomas| allen|32|LGBT
brenda| greene|53|f
LARRY|STAPLES|51|Man
john| stiner|26|-
JERRY|SMITH|69|-
 MELISSA|PAPPAS|46|M
PAUL |SHAUGHNESSY|63|M
KATE| YINGLING|62|MF
jack| guerrier|119|M
samantha|merriman |30|M
CHARLES |SANCHEZ|35|MF
BARB| SMITH|58|FM
richard |carter|37|m
ELIZABETH |HERZBERGER|64|Female
scott |benevides|59|-
paula |johson|32|Female
 JOSEPH|ROWLAND|33|Male
chastity |shepard|44|Male
heidi| rivera|27|M
jeanne |cocker|177|both
dexter|lindsay|40|both
KIMBERLY|CHINN |55|LGBT
jose|guillory |21|Male
 TOMMY|CRUZ|78|LGBT
 WILLIAM|NOZUM|57|f
 RENE|LOPEZ|39|-
FRANCIS|HERNANDEZ |63|Man
BOBBY|KING |29|LGBT
TERRI |MATTHEW|67|-
rodney |mcmahan|102|F
terry |buckingham|6|MF
jeanene|shahan|156|m
 kenny|borden|5|Female
cristina |belisle|61|-
cynthia|lloyd|49|FM
misty|slater |129|Girl
esperanza |terrones|53|Man
JOHN|GRANT|40|FM
MARIO |FALEY|54|Male
linda|sweeney |2|m
CHARLES|STRAIT|34|M
CHRISTIAN| SCOTT|39|both
AMAL |BURNS|49|Male
john| yelton|70|LGBT
terrence|peterson|64|both
 JOSEPH|KELLEY|52|Female
micheal |schmidt|58|Male
alecia|sherman|146|Female
ASHLEY |MENARD|35|both
EDDIE |HAMILTON|26|-
ricky| sanchez|51|Male
BRENDA|HODGES |51|Female
 RONALD|MOGA|194|F
 anthony|west|42|F
MARIA|BOLIN|33|m
JOHN |POINDEXTER|33|-
anne| johnston|176|LGBT
ANDREA|ONEILL|49|Female
RON| SMITH|41|-
 raymond|dismukes|60|LGBT
RYAN |GARHART|30|-
 SHEILA|PINERO|25|Man
larry|mercado |68|Female
JUSTIN|BYERS |1|MF
janis| crawford|25|m
jeanette|jacobs|66|MF
GABRIEL |MEYERS|49|Male
linda|hook |51|both
 JEREMY|JOHNSON|172|Girl
CHARLES| KIMBRELL|44|M
susan| gaddy|46|both
william| hendricks|28|both
DAVID|WILLIAMS|43|m
TERESA| GARDNER|66|-
 TOM|OROZCO|63|-
 LAURA|GUERRA|65|both
cathy|oregel |27|M
BERNICE|JOHNSON|163|FM
SHARI |GRABE|41|MF
samuel| white|57|both
 juanita|zweifel|56|F
DARREN|RAMSEY|34|Male
JEREMY|TATUM|62|Male
clayton|bowman|14|Male
PATRICIA| THOMAS|23|-
SHAWANA |HILL|18|LGBT
beryl|blackmon |46|-
THOMAS| JOHNSON|46|LGBT
norma| fetterhoff|39|M
maggie |jones|20|Male
 richard|diaz|18|F
hester|hillis |36|M
larry|metzger |24|M
MEGAN|PATTERSON|49|F
SONIA| FIELDS|27|FM
 VERONICA|PEEDEN|24|both
 KAREN|CROTTY|25|F
 rosa|sterner|47|Girl
IESHA |LONG|200|Female
 BLANCHE|JOHNSON|36|F
CHRISTOPHER|BOSTIC|22|-
TRAVIS |MANNING|102|m
 JARED|MALDONADO|51|FM
genevie |louviere|32|f
MICHAEL|MAYFIELD |39|LGBT
beatrice |nave|34|f
 gladys|nelson|89|F
 kathleen|jablonski|54|Female
TERRY|BOUCHARD|34|LGBT
james|parman|17|-
jessica |oden|37|m
 EDITH|KELLY|40|m
celeste|small |36|FM
terrell| corley|60|-
MARY|EVANS|69|f
elizabeth|rhodes |55|Female
 STEPHEN|PICKARD|198|M
MICHELLE| HOEKSTRA|32|MF
 CARROLL|TURNER|65|Male
cecelia |hershberger|56|FM
 WAYNE|CARROLL|46|MF
debra| bruns|40|Male
BRYAN |ANDERSON|51|F
david |murphy|18|M
dorothy| walker|64|f
 LOLA|WEISS|47|m
joe| robb|53|M
JOHN| WOLF|36|F
ORA|FUSCO|20|M
daniel| saunder|28|both
jamal| roe|76|both
ANGELA|VASSALLO |2|M
