First Name|Last Name|Age|Sex
 WILLIAM|KENNEDY|19|Female
randall|yaiva |67|f
JAMES|TREINEN|182|both
ida|seabaugh |164|F
jo| fisher|58|-
 david|watson|4|m
elvira|szot |35|-
VERNON|HENDRICK|34|Male
beth |philbeck|50|m
ANTHONY|LISTER |55|Man
 JAMES|WEST|12|both
LESTER| PULLIS|83|both
 WILLIAM|WILSON|39|m
michael|pickert|54|-
brian |mullins|27|F
 ELAINE|SALZMANN|187|f
ALEX| ASENCIO|64|-
 david|sawyer|49|f
earnest|tyer |17|Male
LISA|BUTLER |53|MF
BARBARA |MUSE|21|Female
wesley|edwards |99|FM
 JOHN|FLOWERS|13|-
 LATISHA|KOCHER|26|Female
ELMER| SCOTT|197|m
evelyn|hernandez|28|both
ANNABELLE|SCOTT |30|Man
joe| phipps|1|LGBT
amber |rodriguez|28|both
SHAWN|CARTER|50|-
 DANIEL|WEBB|69|M
lauren |soto|52|m
 MITCHELL|SCHAICH|48|F
TODD|HOPPER |18|Female
SARAH|HAYES|64|FM
michael|santos|66|F
 SEAN|BRENDAL|11|both
ross |battle|17|LGBT
alexandra|cantu|26|LGBT
RAY|WILLIAMS |68|MF
THOMAS|LINDLEY|27|M
glenda|depriest|26|both
vickie |haro|29|Girl
RICHARD|HARRIER|24|both
martin| bishop|97|LGBT
john|grimm|57|Female
gilbert|ardrey|46|-
russel|koester |57|LGBT
john |fernandez|23|both
ROBERT |CORNMAN|153|m
james|sorrell |52|m
MICHAEL|HILL |23|MF
 MAXWELL|SPIRES|125|-
 JODY|MORGAN|59|both
 LINDA|NATIVIDAD|42|both
JANE|PEYSER|53|-
 kiara|doughty|34|M
steven|drake |60|FM
 joseph|wozniak|69|M
zachary|bayne|69|both
rosie| spickard|45|both
sherry |campion|38|both
kendra |reynolds|59|M
andrew|gabe|31|f
 michele|wynn|134|f
ROBERT|ANDREWS|35|F
 LINDA|FAST|24|F
BRENT|WACHSMAN |2|-
janet|williams|47|F
ROSEMARY| KELLEY|77|F
sharon |sheldon|111|m
MIGUEL|HAMPTON |58|FM
richard|moore |1|f
GEORGE|MANLEY |55|Male
michael|enlow |55|both
edward| rodriguez|36|-
david|hartley|26|MF
joshua |smith|11|F
JOSE|MILDENSTEIN|24|f
STEVEN| JOHN|67|M
 ROGER|GANISON|66|Male
ken|bergeson |133|m
linda|johnston |55|LGBT
LAVONDA |COPELAND|58|both
JOSEPH|BROWN |44|f
mary| shackelford|148|M
MELISSA| ZINKE|63|FM
RONALD|NAU|22|both
yesenia| boyer|57|m
 jason|im|55|Girl
ROBERT|MOODY|44|Male
 SUSAN|HUDSON|61|LGBT
FLORENCIA|GARCIA|63|M
samuel| bryan|51|m
MARIA| HALL|140|Female
ALICE |CRADDOCK|11|LGBT
jack| forbis|28|FM
herman |taylor|29|M
KAREN|JOPLING |50|LGBT
 lee|hopkins|30|m
 luis|himes|22|Girl
PATRICK| CASPER|187|M
robert |street|39|F
jennifer| fuller|142|-
 KENNETH|POSEY|31|Female
 RALPH|MILLER|63|f
DARRELL| BARBER|23|LGBT
MARIE|TORRES |30|f
 pearl|lange|18|f
brian|veno|58|F
DUANE|STAGGS|44|F
PAUL| LITES|18|MF
georgia|monaco|55|Male
JESUS| SEARFOSS|57|Female
 robert|foster|53|MF
PAUL |COLEMAN|66|Male
margaret|acosta |48|F
jack |arciba|200|f
 GERARDO|OLIVER|32|Female
andrew|diehl |39|-
JESSICA|NANG |48|-
norma|kollar |49|FM
 irma|mariscal|20|m
FRANCES| SNELL|17|LGBT
CHRISTINA |MALDONADO|41|LGBT
JILL| JANAS|2|M
raymond|santos|13|m
carrol |student|40|M
RUBY|JONES|163|MF
VENNIE|WILLIAMS |56|-
shirley|way|29|f
bruce|davis |8|f
RAY|ASHCRAFT|20|Male
russell|catlett|9|M
 jean|foos|173|Man
EVELYN |MARTIN|60|f
 ROBERT|EASON|46|LGBT
james |osbourn|9|-
 CONCEPCION|MCFARLAND|66|f
GEORGE| RAMIREZ|137|both
steven|martin |54|FM
CHARLES|WICKER|10|M
william |milan|64|-
 kathryn|pickett|8|F
 ANNA|ANDERSON|50|Male
israel|justice |189|LGBT
MATTHEW |GUTIERREZ|34|Male
 anne|nosal|18|F
gala |russell|18|both
ELFREDA|MYERS|60|Female
 sherry|jensen|52|both
CAMERON| DUNAWAY|63|Female
robert |wiersteiner|46|F
nellie| souter|18|LGBT
thomas |tuite|23|M
