First Name|Last Name|Age|Sex
laurie |ruiz|34|MF
lupe| sutter|55|both
joseph|bureau |54|M
 michael|stuart|30|Female
brice|bowden |38|MF
winifred |cannon|178|F
WILLIAM|FURNAS|10|both
CLARENCE|ROTHFELD |54|MF
 KEVIN|JOHNSON|27|f
ROGER| FOWLER|32|Female
ANGELA|SERVOSS|46|Girl
willie|mccrate |54|F
DANIEL|BLEDSAW|48|Man
BELLE |HUGHES|3|LGBT
thomas |jones|16|both
 dan|harju|66|LGBT
VIRGINIA|DANIELS |16|F
louise|menard |47|-
 TINA|ACKERMAN|63|-
ELOY| EDWARD|55|M
nicholas|bibeau |63|M
micheal| konakowitz|17|f
 louis|toro|48|F
LAUREN |HIGHTOWER|47|f
LILA|TAGLIARINI |63|LGBT
LISA| LAVETTE|3|M
RUBY|COCKLIN |56|Female
WALTER| RADERSTORF|43|-
DEBORAH| MOORE|21|both
 michael|worton|92|LGBT
DAVID |CRAIG|168|-
johanna|rhodes |18|m
WANDA|HOANG|57|FM
 JUNE|MESSNER|51|M
 charles|colon|88|both
douglas |salazar|18|F
JOHN|BREWER |62|m
ROBERT|SPENCER|26|-
 robert|norris|29|F
leroy| miller|1|LGBT
mathew| woody|48|both
susan| patterson|48|m
PENNIE|ROBINSON|26|both
JOHN| KELLY|74|-
allan |austin|157|Girl
JOSHUA|HINES |33|m
FRED| JOHNSON|79|F
RAYMOND|SCOTT|56|FM
jose|carvalho|65|Man
sophia|tippin |117|m
 harold|strout|69|F
matthew |cox|61|FM
 josephine|gonzalez|38|FM
JUSTIN |MOORE|57|Female
LORETTA|ROWALD|65|m
alan| cutright|27|f
ANITA| PHILLIPS|34|f
ALICE|BRIGGS|55|MF
 ROBERT|RICHARDS|54|f
lillie |martin|42|F
 james|foley|135|both
jerry|pokorny|46|-
 john|major|61|f
delia |christianson|63|f
CLARISSA|ALEXANDER |60|FM
JACK|BROWN|160|M
MONICA |BAKER|47|both
WANDA|HARRINGTON |4|F
YVONNE| IRAHETA|9|LGBT
thomas|holman|51|MF
JOSEPH|MURPHY|21|both
ELENA|FRANKLIN |31|both
rita |ames|33|LGBT
jule|gonzalez|57|MF
EVAN|ANDERSON |44|MF
eduardo |miller|56|Female
PAULA| MILES|23|F
 PATRICIA|SCHRENK|80|Female
timothy|allen |26|Male
jocelyn| beattie|30|LGBT
MELISSA|POUNCEY |33|both
 ABDUL|JOSLIN|65|Girl
LEON| WILLIAMS|38|f
JOSEPH|SIMS |65|M
 beverley|castro|43|both
TAWANDA|BENDER|63|F
EDNA|MCINTURFF |39|Girl
JAMES| DOWNEY|18|both
 HEATHER|ABRAMS|43|MF
JOSE| HAWKES|15|M
carol|mills|58|FM
jacob| brien|43|F
randall|moore |46|FM
RICHARD|JAMES|16|-
frances |edler|78|-
HALLIE |PICKETT|36|f
CHRISTOPHER| BONTRAGER|41|-
BERNARD |HENLEY|51|both
