First Name|Last Name|Age|Sex
LEANNA| UPSHAW|192|FM
brooke| turner|33|FM
CLIFTON|GALLUSSER|62|LGBT
KEVIN| STAFFORD|32|F
KARL|POLLACK |61|both
 james|parks|28|m
LINDA| MILLAN|32|F
 alice|schreiner|26|f
nora|fulcher|52|f
benjamin| murillo|136|m
 joy|clanton|66|F
MARIA| LAW|66|f
WILLIAM |LEGGITT|18|-
 JAMES|FIELDING|62|Male
keith|gordon|42|M
 CHRISTOPHER|MALDONADO|194|-
jacquelyn|bussell |49|LGBT
daniel |sutton|69|LGBT
janet |blankenship|24|both
PHILIP| MYERS|5|M
mercy |vannatten|34|Female
chester| hughes|24|Male
RANDALL|PADEL |21|Male
ARLINE|MALLARD|40|M
JEAN|DAVIS |32|-
tracey|mcauliffe |90|MF
rosalind| hyland|52|M
cora| vines|20|MF
ELIZABETH| ROSEBERRY|63|-
TRACY| HADDOCK|37|LGBT
richard|smith |68|MF
DONALD| WHALEY|27|m
JUSTINA|SONNIER |54|LGBT
ALAN |SIMMONS|2|f
CALVIN|ROSSEAU |57|Male
ELIZABETH|MYERS|68|-
jennifer|salas |42|Female
thomas|martin |140|Female
cecil|yates|17|Female
manuel |cochran|51|Male
 barbara|rowell|63|-
heather |brawer|46|M
SHERRY|GRAMMER|36|F
 SYLVIE|LARSON|60|Man
SHEILA| RODRIGUEZ|32|Female
DAWN |VATTER|6|m
CHARLES| STOVALL|142|f
alberta| hunstad|65|f
THERESA|MARKHAM |66|-
 ROBERT|BORDEAUX|43|both
 DARREL|WOODWARD|31|m
 RUBY|MONROE|165|MF
VICTOR |QUESNELL|38|F
kathleen |snyder|47|Male
christine|degenfelder|16|F
LOIS|HINNANT|46|both
 PAM|JOINER|62|m
joanne |ruiz|52|Girl
MARY|FRANCIS |46|f
REBECCA| NEUHAUS|29|m
EARL|REINSFELDER |43|m
margo |sweet|54|f
BECKY| WINGER|66|f
ian| mcadams|27|M
 adriana|brison|6|m
 gail|coren|64|F
LUIS |ACKLEY|4|f
ramon|shuttleworth |21|Female
corine |gridley|62|Girl
maria|norton|30|f
 louis|allee|166|-
 DOROTHY|GERKEN|9|m
jared|arnaud |129|M
ROBERT|WHITE|31|m
lindsey|ross|43|Girl
CLARA|SHAMBO |35|-
christin |casias|176|Female
 THOMAS|MCDOWELL|56|both
BERNARD |GROSSER|23|both
PATRICK|RUTHERFORD |32|Male
beverly|kapp |52|m
scott|yung |16|m
JOHN |SWONKE|16|m
luanne| morris|20|f
 tony|kim|61|M
EDDIE |GIGLIOTTI|43|m
CRYSTAL|FLORES|52|f
joan|gomes|1|m
richard| declue|19|Male
david |gills|82|Male
 CECILIA|SEIDER|44|Girl
 RALPH|KINCAID|25|both
CAROLYN|TORRES|69|f
jeffrey|erickson |173|F
ANGELA|SCOTT|36|both
 LEAH|HUDSON|62|f
WALTER|HARDY |35|MF
