First Name|Last Name|Age|Sex
jerry|andrews|66|FM
SCOTT| WOODARD|42|Female
ALAN| MOORE|45|-
OPAL|HIGGINS|180|LGBT
floyd|mincey |46|F
 david|martinez|44|Man
elbert |francis|70|both
jody|hires|150|FM
JOHN| VELASQUEZ|41|LGBT
 debbie|marsh|48|M
LUCIE| HOWARD|35|-
 frances|mefford|22|F
 LEOLA|TUITE|64|Female
JASON|RIVAS|36|-
 kelli|jackson|53|LGBT
RHONDA|COMBS|45|LGBT
loretta|thomas |198|m
abe| shiflett|49|-
janice |evans|43|M
MARGARET|NEACE|187|f
shawn| love|188|Female
PETER| BURT|46|-
TAWNY| SCHULTZ|50|LGBT
ANNA |RAMOS|29|m
 MATTHEW|WINTERHOLLER|56|FM
frank |puckett|42|both
joan |jiminez|53|F
JOSE|QUIGGLE |69|f
BONNIE|OAKES |59|MF
trudy|menard|155|Male
 JANE|GOODWIN|10|FM
brendan| hastie|31|F
MARIA| MARTIN|46|LGBT
keith|barnett |26|MF
MARK|GRIMES |22|both
monica |drake|9|LGBT
CHARLES |MCCRUDDEN|31|-
ADRIAN|PAYNE |44|Male
STEPHEN| WEKENBORG|57|f
SAMUEL| STARK|44|m
barbara|garza |38|-
ELENORA |WILSON|157|Female
 DANIEL|BENNETT|79|F
BERNARD| DAVIN|64|MF
 ANN|GRUBBS|50|F
ROBERT| KOEHLER|63|LGBT
KIM|VALENZUELA|128|m
JAMES| BLACKMON|197|Girl
melvin|elkins |55|Girl
 WILLIAM|JENKINS|5|both
domenic| henderson|74|LGBT
dorothy|pedregon|16|M
SHAWN|MELENDEZ |148|-
 ANN|HASTINGS|43|Man
 CYNTHIA|OCONNELL|31|f
 charles|anding|32|FM
 belinda|esteban|22|-
 JOHN|COOPER|59|M
charles|talbert |123|LGBT
brandon| amato|9|F
 DAVID|RAMIREZ|62|both
gwendolyn|stokes |34|MF
everett| walker|30|f
ELIZABETH |ROBINSON|7|m
 edward|heard|8|Female
james| mccowin|31|-
lorene|torrence |147|f
laura|higgins |49|both
jerry|herder|120|F
harry| smith|64|M
