First Name|Last Name|Age|Sex
GARRETT|LANDRY |25|m
tanya| moore|36|M
CAROLE|MCNEAL|27|m
armando|shields |25|f
kathy |murphy|40|f
 KIM|LANG|38|F
SUZANNE|NORMAN|26|LGBT
cheryll |jackson|58|LGBT
 LISA|COOPER|45|F
esther |washam|23|Male
joseph| livermore|54|M
jessica|larmore |38|M
ROSALYN|STANLEY |114|m
MELISSA|CHIODI |35|Male
MASON |CHARLES|41|m
TINA|JACKSON |59|F
 renee|garrett|17|m
dorothy |willmon|94|MF
carolyn |truman|29|m
 bailey|wells|67|Female
 GARRETT|HICKMAN|87|m
nancy| mcgowan|5|MF
LILLY| DERRICK|23|FM
janice| hewitt|11|both
ERIC|HARRISON |51|f
joshua|lenhart |32|both
 STEVEN|SPENCER|15|LGBT
 BONITA|CANNON|40|f
ella |parker|43|LGBT
shannon| scull|42|f
 PEARL|POE|26|Female
 LIZA|REINER|49|Male
CARLA |MITCHELL|173|f
JASON |WILCOX|42|-
ramona|cedeno|14|M
GEORGE|MOORE |60|m
RAYMOND|FAUBION|62|FM
GEORGE|ROSARIO |55|m
billie |free|10|f
mary|austin |54|m
TAMMI| WEAVER|198|LGBT
elizabeth |edwards|180|F
andrew |christian|20|Man
john |koch|24|m
 donald|falvo|68|f
clair|kessler|166|Male
jeffrey |matthews|47|m
martin| thomas|41|-
PAUL |VOIGT|29|Female
jose|opteyndt |21|MF
ronald|waiters|55|both
michael|eldridge |20|Girl
DANIEL |SCHMIDT|24|LGBT
CHRISTOPHER|NGUYEN |24|F
DAISY| MILLER|60|-
mary| dupre|33|-
 linda|hayward|67|Female
FRANK| ANDREWS|27|FM
catherine| lounsbury|51|-
GRACE|ADKISON|174|F
janis |woods|81|both
 brad|brown|20|f
 karen|day|6|-
mark|dole |42|Girl
 carole|hill|5|m
BEATRICE |MARSHALL|113|MF
karen |mcallen|62|MF
 alfred|carmona|61|m
chad| davis|24|M
alice| ovalle|61|Girl
ignacio| brown|172|m
roberta |kinghorn|53|M
dixie |bally|18|Male
dennis| bourgeois|41|Female
james|brown|36|F
douglas|goldstein|64|Man
ANNA| NELSON|21|M
DOUGLAS| BRAKEFIELD|67|Male
 BETH|NEVAREZ|36|f
helen |schmelz|59|LGBT
 HARRISON|GOTHARD|35|Male
KRISTINA |DUNKELBERGER|50|LGBT
CONSTANCE| HUBENTHAL|104|Man
louise|wilkinson |38|M
brenda| benear|7|-
lauren|calderon |37|M
thomas| glass|54|f
rebecca| musso|29|MF
