First Name|Last Name|Age|Sex
mark|solomon|51|m
 kimberly|miller|168|F
 chelsey|laffoon|67|Male
heather |valliere|66|Man
hallie|delarosa |15|-
marilyn|levine|59|LGBT
ANDREW| RODRIGUES|79|Male
 DAVID|GIFFORD|172|Female
ross| pfau|70|m
chris| davis|64|M
TINA|LAXTON |69|M
paul|true|66|FM
hattie |landolfi|2|m
james |evans|12|FM
geraldine| trevathan|22|m
elizabeth| hadlock|11|both
cynthia|aguilar |53|f
dion |schaefer|152|f
DOMINICK|KIRKHAM |68|f
ELIZABETH|BUZZELL |21|-
VIRGINIA |NAVARRO|57|-
JASON|SUN|193|m
TRICIA|GOINS |151|Female
colleen |cooper|7|M
barbara|clay |56|-
LOUIS |LEDBETTER|49|Girl
MICHAEL |GOUDREAU|38|-
edna|slater|29|m
john|silkwood |31|Female
 TIFFANY|JONES|141|F
JAMES|COX |41|m
thomas| johnson|40|F
FRANCES| MAUL|77|f
george|white |67|-
TERRANCE|TURNER |45|F
shannon|allen|116|Female
CLIFFORD| AUTHEMENT|28|f
SHARON|JOHNSON|52|m
jeffrey |skowronek|61|both
JOSE |GRANT|58|FM
julian |tyndall|34|M
 scott|muray|140|f
 LEONARD|TORRES|51|MF
TERRY| SULLIVAN|4|both
MATTHEW| LOFTIS|28|-
frank| quinlan|54|M
 jesus|payne|60|-
anthony|moore |22|LGBT
 johnny|ransome|188|both
 TONYA|REED|45|Male
terrell| edwards|62|F
karen| jefcoat|31|f
LAZARO|FORT|63|Female
therese|conaway|19|Male
phylis| smiley|2|-
rosemary |bright|1|-
MARTIN| COMBS|53|m
AMANDA|QUEEN|41|Male
alberto|miller |14|Male
norma|north |27|Girl
 mary|hampton|32|both
carlos|thomas |31|f
jennifer|hall|68|f
angela|blue|51|Male
 PAUL|BENNETT|59|f
JANELLE |UNTERREINER|31|Male
RAYMOND| PETER|102|Girl
BOB|DIAZ |120|Man
BARBARA|SANCHEZ|68|MF
 sandra|schuette|126|F
melissa|bell |34|F
DAVID|MURPHY|51|f
MICHAEL|STANLEY|64|F
harold| rowen|63|-
miriam|white|1|Man
brenna|williamson|23|Female
 tamara|turnmire|167|Female
jacquelyn |beck|1|-
KEITH |LONG|53|f
 cassandra|crawford|11|LGBT
lester |hicks|75|Male
judy|martinez|22|Girl
elias| lindsay|32|LGBT
ernest|hobbs|65|-
alexander| baldridge|133|LGBT
dennis| halstead|62|-
JARED|WALSH |16|M
sherri|medrano |15|f
alvin |chabot|162|LGBT
DENNIS|TROUT |53|Male
isidro|mcilvain |35|M
 daniel|dingman|19|-
david |joiner|59|-
JOCELYN |SINGER|27|-
BETTY |RM|69|Female
kimberly|davis|59|M
judith|shapiro|36|-
daniel|wasilewski |54|-
LISA| WILBANKS|19|f
amelia |kaczmarek|19|MF
PHYLLIS |ROBOTHAM|18|f
hilario| lytle|61|FM
yolanda| fox|55|F
MARIO| GRUBBS|6|both
SAM|JOHNSON|17|Male
ROSA |WHITE|31|Female
freddie |mcclure|40|LGBT
BRENDA |TUCKER|43|M
ROBERT |DUET|28|-
JOSE |BAILEY|185|LGBT
NICHOLAS|LIMON |54|both
virginia| arms|46|m
naomi|white |70|f
SIMON |MARTIN|16|f
BERNICE|JONES |55|both
MARTIN|ARMSTRONG |53|m
 james|farkas|20|LGBT
BROOKE |SHEFFIELD|51|-
SHARON| BENNETT|69|f
marshall|gibson |50|both
MARY |BEHRAN|23|f
TERRY |HOWE|19|m
james| garelik|56|M
marci| mccullough|51|Girl
REBECCA|BLEVINS|60|-
CHERYL|JOHNSON|46|both
jeanne |page|68|m
 barbara|gold|72|LGBT
JENNA| GRINER|54|f
 KARL|CLARKE|113|Male
DALE| DESTEFANO|53|-
amy |goffinet|162|LGBT
 EVAN|UNDERWOOD|44|F
WILLIAM| MERRITHEW|45|m
VIVIAN| SNYDER|177|f
BARBARA|ORMS |2|Female
jose| warren|45|F
STEVEN|HAMPTON|43|F
PETER |HACKMAN|25|M
ALEXIS|SWANNER|184|F
 chester|russo|6|Female
 emily|adames|70|M
DAVID| HARRIS|50|M
ERIC|ROMERO|198|f
susan|berry|61|LGBT
LE |SUTTON|15|f
ivan|charlot |117|f
rickey|koppenhaver|22|both
 TIM|CAUTHEN|34|Male
 eric|woods|42|F
edward|baker|29|m
tim|hughes|64|M
donald |navarro|16|FM
brandon|radke|100|-
jennifer |bush|55|m
KATRINA |JOHNSON|27|F
JOSEPH| THRASH|18|Male
joan|treadway|2|Female
JOHN|BOUCHER|37|F
 JOSE|SUTTON|46|Girl
janet|saucier|58|MF
BRENDA|DYE |37|F
larry |silva|29|Girl
laurie| damour|50|-
richard|sowers|68|m
