First Name|Last Name|Age|Sex
 william|king|66|LGBT
bridgette|coleman |51|M
gina| robles|19|both
 albert|beeler|66|M
JOSEPH|BECKHAM|49|Man
angela|lorenz|67|both
FRANCIS |MONTALVO|81|LGBT
gerald|simms|171|-
mireya| hill|174|m
 archie|poole|7|both
 SHAWN|COLEMAN|6|Girl
jeremiah|kahn |66|FM
CAROLYN|BAKER |144|both
 CARLOS|SHELTON|181|LGBT
MARGARET|LOTTHAMMER|41|Male
PAULA |GAINES|61|-
IDA| COX|70|Man
JEREMY |WILLEY|45|LGBT
 GLORIA|ROBERTS|11|Female
ANDREW |GUGLIELMO|172|m
doug |prine|27|LGBT
FARRAH| PENSINGER|58|f
alexander |lewis|23|both
carmen |lewis|65|Girl
john| almeida|49|m
elsie |lopez|173|both
dorothy |boudreau|14|Male
KRISTIN |ZERHUSEN|59|Male
 AMY|BLACHE|63|f
marta |blankenship|58|M
ANNA|WAGNER |49|f
hayley |santos|22|f
 PAMELA|LICATA|87|Female
ARTHUR| GUZMAN|15|F
HAN |SNODGRASS|66|Man
francis| keane|61|MF
FRANK |WHALEY|47|Man
 ROSETTA|PERTSOVSKY|30|-
gail|brewer|18|M
joan |parker|43|f
HELENA |DICKEY|70|Female
ROBIN |BAUER|4|F
sharon|zuleger |91|f
marilyn|juarez|58|f
joseph |steckler|11|LGBT
clifford| buffin|22|f
BETTY |ZALDIVAR|15|-
 MIGDALIA|HUNT|70|both
brett|avila |69|Man
 mary|navarro|69|Female
FLORA|MASSEY |2|F
PAULA|CASADOS|40|LGBT
robert|weaver|92|both
BRAD|HOLT|13|both
chong |allen|54|F
ramona| wood|51|m
 tammy|lenz|146|f
donna|beatty |13|f
RODNEY| FULLER|169|-
richard| duong|35|-
 john|laury|180|Male
 cynthia|byrd|38|both
williams |frey|70|f
JAMES| GUERRERO|49|FM
 billy|tate|24|F
CHERYL|MUCCI |54|M
 rhonda|hubble|57|Male
brian| lachiatto|40|-
reyna|covert |59|F
rolf |cooper|20|Female
 LEROY|HICKS|111|F
ROBERT |BOYD|59|-
CORY|HAWKINS|147|LGBT
lois |tyrone|24|F
barbara |cooley|15|FM
thomas|reighard|57|FM
babette|palmer|79|m
SETH|POWERS|28|Male
johnnie| baldwin|45|M
 CARLOS|PAGE|39|LGBT
carmen|pohlman|78|-
 CHRISTINA|ELERSON|36|f
kimberly |faria|50|Male
stephen |williams|26|m
SOPHIE| GHOLSTON|45|MF
SANDRA|WHITE|69|m
THOMAS|LUCAS |62|both
 BOBBY|DIXON|64|both
FRANCISCO|RODGERS |60|Man
louise|lawson|40|-
VIRGINIA|HOKE |38|MF
william|blackwell |39|both
violeta|wallis |34|both
 wallace|karl|43|Girl
NICOLE|ROSA|59|f
ted|painter|64|both
brandon |roy|34|-
 MICHAEL|MOLINA|57|FM
ronald |johnson|47|M
ISIS|LEWIS |28|m
MYRNA|MIDGLEY |64|Male
LAURIE| BROWN|34|F
LILLIAN |GOLDEN|2|m
CHARLES|SCHAEFFER |126|-
DENISE |GANGLER|193|M
joann|haskett|20|LGBT
NATHAN |CHRISTIAN|42|f
cassandra|ochoa |21|f
kevin |carpenter|23|-
janet| lancaster|120|LGBT
 DAVID|JOHNSON|67|Girl
REBA|QUINN |5|f
irene| plues|32|FM
 FRANK|OCAMPO|28|f
EARLINE |LITTLE|14|M
DANIEL|SPRITZER |30|-
mary|adkins |30|M
BRADLEY |BAKER|58|LGBT
 JOHN|SCHUETT|71|LGBT
joseph |hampton|68|both
ALLEN|CANTRELL |123|FM
IRA|BIBBS|21|Female
PETER |COLGAN|41|m
 fred|selman|39|f
AMANDA|SAUERS |39|F
JOHN| CALVERY|52|both
THEODORE| POLSTER|8|m
john |wilson|153|m
DAVE|SUTPHIN |101|Girl
mauricio |cromartie|23|f
patrick |miller|38|M
MARTIN |RHYNE|48|-
arnold|gonzalez |34|Male
brian |gibson|128|M
MONA |KENNEY|57|M
 TAMERA|SHEFFIELD|39|Girl
MICHAEL|ETHINGTON|13|M
JAMES|CURTIS |52|f
james|bell |5|MF
 mildred|student|50|Girl
ROBERT |ARTERBERRY|105|m
MICHAEL|GARRETT|48|Female
betty| firestone|55|Female
JOHN|CARR |9|f
JOEL|MARSCHKE |25|LGBT
 AFTON|CARPENTER|32|F
 hector|augeri|54|M
 MARILYN|FLACH|12|F
jeffrey| richardson|182|f
william|christiansen |23|F
michael| hickman|29|Girl
 pierre|callahan|44|F
 jeffrey|brito|56|f
ANGIE| STARKEY|13|f
yuki|mabrey|29|-
mildred| fitzpatrick|30|-
ROBERT| CAPONERA|165|FM
SUSAN|MENDOZA|62|M
larry |orozco|43|-
 manuel|self|43|f
 wesley|kittleson|58|Girl
JOHN|GREENLEAF|44|LGBT
patsy|wood |83|m
JERRY|IRLAND|9|m
CRAIG |KLEIN|43|-
RICHARD |COOPER|62|F
janice |bradish|41|-
deborah|lor|10|M
tommie| bloom|70|F
 meagan|erwin|60|-
amelia| garcia|58|MF
JO| MIKELS|169|LGBT
WILLIAM|BARDIN |39|both
DOROTHY|SHORES |34|Male
FRANCINE|DION|176|m
lynna |carlino|45|both
nathaniel |vang|70|Man
 DONNA|BRADSHAW|34|Female
 earl|olson|58|Female
kimberly|fultz |66|f
edith |spence|62|LGBT
warren|haley |69|F
BARBARA| HANWAY|21|FM
TERESA| MARTINEZ|3|m
MARCO| HATFIELD|59|LGBT
HECTOR|ANDERSON|45|MF
RONALD|SCOTT |66|M
PEARLIE| GIBBONS|48|LGBT
 duane|henry|55|f
gregory|stamey |24|both
 gerald|weisenfluh|85|MF
 john|hayes|96|F
walter|young |26|f
 WILLIAM|STJOHN|63|Girl
OPAL|WEBB|136|-
clyde|block|129|LGBT
ROSIE| HUBER|149|Girl
 amber|may|60|LGBT
dianne|khachatoorian |154|Male
carol| betts|55|MF
BRIAN| KELLY|37|FM
tom| lucky|33|m
 gladys|heidelberg|21|LGBT
YU |SHELTON|23|-
 robert|coker|26|Female
 william|bieker|136|Female
LARRY|CASTILLEJA |49|-
betty|patterson |63|FM
alta| warner|68|LGBT
MARGARET|RAMIREZ |57|FM
maurine|williams|42|both
robert| young|9|-
 larry|born|65|M
kimberly|lee |32|FM
justine| stansbury|30|Male
hannah|wallace|53|Girl
susie| stanley|35|f
BRENDA |COX|70|F
connie |nye|28|Girl
KELLY|AIELLO |38|M
herbert |mcelrath|181|LGBT
jennifer| anderson|43|LGBT
mary |hennon|59|Male
 DEBBIE|FROEDGE|12|F
 eula|plante|56|f
andrea| sherman|18|M
KAREN|LUNSFORD |36|Girl
 BARBARA|MILLER|15|-
jeffrey|tomassi |38|LGBT
CONSTANCE| CARDENAS|57|Man
daniel |wright|52|Male
GEORGE |BOWLING|39|F
BRENDA| CRAMER|29|-
BILLY |AYERS|45|f
JEFFREY| NICHOLSON|26|f
FRANK |CHALMERS|20|LGBT
CAROL |KOENEMAN|30|F
john|ford|98|both
 david|arend|99|m
 AUDREY|KAISER|69|m
 JUANITA|SCAGGS|51|both
mary|shippey|50|F
RHONDA|PERRY|51|Female
JOHN| KENNEDY|177|F
james|williams |12|LGBT
 TRUMAN|CROCKETT|64|LGBT
ERIC|WOLF|181|f
corinne| perkins|23|F
JOHN|VOGT |82|M
elisa| sanders|24|Female
KENNETH|RIVERA |29|M
MARK| KNAPP|34|F
marie|ingram|50|f
tammy |ovalle|48|both
SARA |FERDIG|32|-
PAULA|SKIDMORE |13|F
 BRAIN|HAMRICK|72|Female
michelle|romney|21|Man
 christine|sexton|13|both
FREDDIE |PARKER|108|M
KRISTIN| MURPHY|12|m
LATOYA| GARDNER|4|-
david |vasques|9|Girl
CLARENCE|DIETLIN |2|-
 FLO|ALFARO|38|Male
DEREK| LAMBERT|62|LGBT
NICHOLAS|DILKS|28|m
 arlene|neyra|55|LGBT
andrew|west|52|m
TOM|DOMINGUEZ |59|Female
gregory|keller |31|f
DEBRA|OLSEN|68|f
 jorge|clayton|42|both
STEVEN|KRAUS|25|MF
ANTON|DEMARCO |193|m
eric| shackett|10|LGBT
LEAH|MAHAN |32|-
darrel |miller|62|both
ERICA|DIAZ|26|M
 CYNTHIA|UNRUH|35|M
CATHY| WHITTINGHAM|27|-
jean|renz |66|M
cameron| bradshaw|29|Female
 ALBERT|WALKER|44|f
JUDY| ENGLE|39|m
orville|mills|6|Male
BOBBY| ROBINSON|19|LGBT
 ruth|robinson|171|F
shirley|moreland |65|MF
KATHRYN|GASIEWSKI |79|Girl
CATHERINE|MCCLUNEY |70|Girl
justin |doil|147|-
ROBERT|CASTILLO |51|-
KELLY|SHOEMAKER|25|Female
BRIAN |WELBY|171|Female
pamela|dale |84|F
PATRICIA |VASQUEZ|53|both
robert|double |29|both
 ora|tippetts|43|F
CHRISTOPHER|THIBODEAU|67|m
LAURA|LAVOLE |45|Male
