First Name|Last Name|Age|Sex
LYNDA|CLEMMONS|22|Girl
BRIAN|LONG|11|f
thomas |crandall|39|-
michael |partridge|61|both
JOSEPHINE| WEIDERT|28|both
TIFFANY|LOTHROP |25|Girl
BUCK| JOHNSON|47|F
robert|lewis |34|F
RALPH|GREGG|50|-
TODD|VELEZ |20|f
connie |marsh|69|m
 ELIZABETH|ROJAS|33|Male
WILLIAM| JONES|25|LGBT
joseph|lhuillier |47|both
marie |arellano|33|Girl
frank|scher|61|M
DOLORES |JOHNSON|57|f
marquita|osullivan|36|Female
CHASE|ALLAMONG|45|F
michael|jimenez |50|M
 JUAN|VINCENT|60|m
sarah|ziegler|46|F
CAMILLA |SILVA|38|m
keith|richardson |40|FM
 CARLOS|RISH|67|m
catherine|torsiello |28|Man
geraldine|echavarria|36|f
esther|curtis |55|F
aaron|stephenson|170|f
mary| robbins|35|LGBT
michelle|velez |29|m
gerri|norberg |26|LGBT
WANDA| MARQUEZ|21|M
ROBERT|CORNETT |36|m
REBECCA|BROWN|22|both
joan| miller|53|both
ROBERT |DAVIS|60|f
JILL| BAUCOM|49|F
 ivy|luttrell|45|both
sharlene|hoffarth |91|f
luis| simpson|57|-
rhonda|crabtree|34|both
william|mccray|120|LGBT
michael|mims |11|Male
william |nieto|29|M
JACQUELYN |GUINN|53|F
oscar|rose|57|Male
donald|sanders|36|m
sanjuana |small|34|Girl
LINDA|BLACKBURN|54|both
michael |canevari|18|-
diane|styles |14|Male
bruce|brustmann|21|F
james |sheriff|43|Male
BRENDA|SINCLAIRE |43|Female
JOHN |VAUGHT|28|-
edith|anderson |62|-
 EMILIE|SEUTTER|22|M
john|herzog |13|M
carlos|goldberg |157|-
esther|gaston |60|both
 bryon|gill|62|both
ed| bagley|63|Male
GLORIA| SOVA|40|Male
jennifer|goldberg|19|Girl
minnie |hinson|32|f
richard| turney|61|-
lisa|stamp|182|M
samantha| morriss|24|M
ROSIE|RODGERS|4|Male
 RAY|DUSTMAN|28|-
MARK| SHIRLEY|24|-
joyce |fishback|58|-
KEVIN|ALVAREZ|60|F
stacie| schlicht|34|Man
 michael|harrington|130|Male
 JOHN|MORENO|25|F
ernest |lokke|69|both
BRUCE|WILLIAMS|31|f
russell |bryant|53|LGBT
