First Name|Last Name|Age|Sex
christine |lara|49|FM
JESSICA|ONEILL|65|f
 john|cordova|195|F
TOMMY| HALL|125|m
megan| richard|14|LGBT
jennifer |parizo|7|-
sandra|lopez|40|Female
BILLY|HARRIS|66|Man
SHAWN |SEABROOK|1|FM
john|john |27|f
joey |bennett|65|Female
dwight|neel|50|m
mae |newman|39|Female
 bernard|welsh|165|Male
patricia|bells|46|-
brenda|coffin|103|m
DAVID|BAUER |45|Girl
 KEVIN|GIBBONS|196|both
TIMOTHY |NESMITH|70|f
 JANET|SUAREZ|17|MF
LISA| DANIELS|57|Man
ruby|hoover|11|both
JOSEPH| RODRIGUEZ|111|-
amanda |wilson|52|Male
 frederick|napoleon|43|Female
STELLA|VAZQUEZ |45|F
TIMOTHY| PERRI|69|M
ANDREW| BAILEY|57|LGBT
RICHARD|TETREAULT|22|f
DAVID|SINGLETARY|60|both
REBECCA |RUSSELL|63|m
jose|hyde|3|Female
helen |parris|29|FM
 ALBERT|MATA|144|LGBT
BRENDA| GAMINO|78|Girl
 ANNA|COOPER|47|f
heidi|collman |154|M
 CLAUDINE|LITTLEJOHN|60|LGBT
tara|massey |60|both
johnny |martin|13|Male
richard|baker |28|F
elisabeth|johnson|24|m
 terri|jacobson|25|MF
ROCCO|WILLIAMS |25|MF
JILL| ALINE|59|Girl
melissa|penn |7|both
jeffrey| bradford|109|-
darryl|sell |130|both
JOHN |MCGEEVER|64|M
LAUREN|WRIGHT |7|FM
BEATRICE|SCHLUETER|56|F
WILLIAM |STEWART|56|-
 kay|wilson|70|f
bonnie|davignon|2|both
kendra |sievers|1|-
PHYLLIS|PERRYMAN|28|M
EDDY| SCHULTZ|44|m
LOUIS| BURDETT|51|Male
cruz| crow|58|both
 margie|caldwell|61|-
helen|crumpton |19|M
christine|foss |29|m
marian| kennedy|32|Female
JORGE|WHITE |34|-
shirley| green|34|-
lynne| curry|32|FM
ANGIE|POTTER|4|m
larry|nagy |45|LGBT
scott|turner|54|-
raymond|watanabe |44|FM
 KENNETH|WEBB|197|M
claudia|nelson|55|Girl
CANDANCE |WILLINGHAM|4|-
kurt |rivera|40|m
barbara|poulin |147|-
LAUREN |MONTGOMERY|13|Girl
CHERYL| MEJIA|43|F
 jerry|ross|50|MF
STEVEN|PATTERSON |24|FM
 tyson|ahmadi|62|F
WAYNE|SOUTHWELL |50|f
CONCEPCION|KRIZAN|86|Female
 donald|schloss|39|-
 candice|chrisman|52|MF
JOHN| STEWART|48|m
donald| matthew|6|MF
ASHLEY |JOHNSON|38|LGBT
catherine|morrill|63|MF
sheila|shores|51|Girl
 ROBERT|GANTT|18|F
JACK|WALL |67|Girl
DONNA| FULLER|15|m
CATHY| DOVE|95|LGBT
JUAN|WOOD |55|Male
allan|clark|51|M
marie |walker|24|Male
DEBBY |GARTNER|57|M
ROBERT|GONZALES|23|M
JESSICA|SMITH|46|Male
emily|conley |35|both
JIMMY| HICKS|34|Male
MINNIE|MORGAN |110|F
CHARLES| TOLLIVER|46|MF
RICHARD|MCCLELLAN |13|both
randy| brooks|194|f
 daysi|martinez|46|F
kimberly |erickson|37|f
kelly|davis|18|m
BLAKE| TRUSS|19|FM
dale |galea|21|Male
 HEATHER|HAUFF|29|FM
laurel |malsam|36|f
MICHAEL|FAUCHER |1|Girl
kimberley |kremen|59|both
ANNETTE|HIGGINS |53|F
catherine |bertolami|32|m
danny| brewer|24|F
dexter|wadding|44|Female
CORA|LANE|33|m
KEVIN|SMITH |41|M
willard| yang|41|M
elizabeth| bosley|62|-
DONNA |MCDANIEL|4|both
bryan| rich|5|m
 garry|bean|37|both
 ADELAIDA|FISKE|133|F
anthony| newton|40|both
 JAMES|SOTO|66|m
 shara|kaufman|65|FM
JONATHAN |DEYO|51|both
 robert|chu|68|Female
 ESTHER|ULLMAN|65|m
JOYCE |ACOSTA|72|FM
milton|fillers |40|-
THOMAS| DALTON|46|Female
 DAVID|CARRERO|27|F
SHARI|SPARACIO|38|m
JUDITH|PARAS |62|f
LAURA| WATSON|31|F
 helena|pugliese|52|both
maria| kazin|69|M
 CESAR|SCHATZMAN|53|both
dorothy| campbell|26|F
margarita|battles|67|F
 clifton|gonzalez|19|LGBT
 james|alvarez|5|f
theresa| pendergrass|38|f
 MARGARET|HERREN|89|both
 joseph|alfaro|5|FM
PAUL|SKIDMORE |33|Girl
scotty |morey|65|Female
jill| diaz|42|LGBT
MARY |JONES|22|-
ANNE|DARDEN |1|Female
CALEB|HEAD |32|F
albert|king|57|M
 maria|garcia|49|FM
 tasha|ruiz|47|f
WAYNE|STEWART |36|LGBT
AMY|MCCAULEY |23|MF
MAYOLA |CABLE|52|both
karen|robertson|29|m
WILLIAM|CLELAND |23|Male
TIMMY |SULLIVAN|61|FM
emily|wilson |37|MF
jeffrey|harper|52|M
GRACIELA|GODFREY |151|F
kenneth|campbell|26|FM
peggy| burnett|58|M
james|sheats|33|FM
 MARY|BOWMAN|58|m
MICHELLE| SMITH|59|LGBT
john |banks|13|m
JULIANNE| SOSEBEE|85|-
OUIDA|NORMAN |152|both
frederick|mince |4|MF
 DONNA|HINH|199|F
 THERESA|MINTON|22|Male
darryl| reed|26|LGBT
ADRIAN|CHANDLER |56|F
roger|reiss|149|f
larry| stutes|66|LGBT
MARY| POTEET|66|both
 GEORGE|CAPPS|25|m
greg |kitamura|61|m
scott |smith|64|Female
elizabeth |judkins|59|-
 THOMAS|BERMUDEZ|41|f
theresa|mayo |46|F
mary |ali|21|both
LARRY|KLUCK|26|both
 RICKY|GEYER|14|-
charles |guerra|67|Male
 eddie|zeigler|47|MF
daniel|walling |56|Girl
gerald |smith|59|Male
VIRGINIA|PEACOCK|11|-
ralph| cervantes|23|Female
 michael|duerr|48|f
 KIMBERLY|MILLAR|70|m
PAUL|TOLLE|35|FM
 scott|abney|61|Male
PETER |WILLIAMS|11|Male
 leola|smith|19|Male
VERN| JIMERSON|169|F
 JEAN|KIM|57|Male
JOHN |GOODMAN|41|-
DIANE|NELSON |35|M
bruce|murray |4|MF
 susan|ariza|110|both
 carlos|edmonds|65|m
 IDA|JONES|47|m
kimberley| lysiak|59|M
linda| christiansen|36|f
 ida|oszust|70|M
SAMANTHA| HENRY|21|Female
marilyn |walters|42|F
RUSSELL| MANIS|131|f
 FRANK|MILTON|67|both
 julius|eakins|66|m
ELIZABETH|PERSON|44|M
 dennis|soto|46|-
AMY|MUILENBURG|32|Female
bruce|mills |61|LGBT
robert|abell|45|Male
 barbara|harrington|29|M
REBECCA |SCHIFFELBEIN|199|-
DAVID| MERCED|82|F
 MARIA|BURKETTE|23|-
LAURA |WATTS|58|M
miquel|daigle |30|F
JANET |WILLIE|133|-
sherry| holliday|4|LGBT
FLORENCE|BELL|81|M
 JOSEPHINE|ESPINOZA|137|FM
 donna|brown|64|LGBT
jeanne |wells|30|both
adrian|leatherman|44|Male
randy| doan|47|FM
yolanda|womack|36|Male
ruby| mclemore|64|Male
BUFORD|GARDNER |56|Female
ramona| graham|22|F
david |wimberly|48|F
 jennifer|richmond|51|f
THOMAS| BLUM|36|Female
DENNIS|JOHNSON |28|Male
GLADYS|GUERTIN |91|both
laura|eaves|49|F
JOHN|OLSON |66|LGBT
LORENA|EMANUELE |37|LGBT
edwin|parker|181|Female
EDWARD| JENKINS|57|MF
SARAH|OREILLY|20|Female
SHAWN|WILLIAMS |44|Man
diane|blackwell|43|m
 matthew|morales|25|MF
ed|anderson |64|MF
JONATHAN|WALKER|25|LGBT
 mozella|bauer|11|m
 rebecca|reynolds|35|F
NORMA|HOLLAND|69|-
mary| finch|68|m
NICHOLAS|WARWICK |3|both
norma| mcdonald|33|Male
GEORGE|GALIANO |193|-
michael |aldrich|48|LGBT
IRENE| SHINN|86|-
dawn|nelson|64|F
ruth| holt|61|-
DEBORAH |CARR|37|-
GENEVIEVE |FERGUSON|104|-
elmer|harris |28|Male
robert| corns|62|M
ROSIE |BROWN|21|LGBT
daphne|strand|58|both
ralph|lamborn |21|f
RANDY|HILLIARD|58|F
 JOHN|UNREIN|36|Female
daryl|olm |141|Female
william| hill|174|-
MARY|DUVALL |59|MF
STACEY|FURLOW|128|-
sue|wittke |37|MF
GLADYS |MORALEZ|39|f
johnny|haskell|38|m
HENRY|HOLLER|39|MF
edith|korfhage|36|Male
jim| anderson|42|M
 ESSIE|SALAIS|28|M
WILLIAM |PICKENS|23|f
MICHELLE| BABCOCK|30|LGBT
MICHAEL|GIRMAN|172|m
AMELIA| CAMPBELL|65|Girl
HECTOR|KATTNER |43|m
ronald|mills |52|-
 MARION|CASTILLO|69|Male
 james|mccarty|58|m
 GRETCHEN|HANDEL|67|both
 david|crawford|25|-
JEFFREY| SISTO|121|Female
kelly|bento |72|Male
ALLEN|DAULTON |47|both
 DOROTHY|MCNELIS|38|LGBT
CLARA|MILLET |37|f
john |gadd|83|Man
mae|yarbrough|21|MF
matthew|barker |36|Man
KELLY| MURPHY|54|-
andrew| krug|63|Male
MICHEAL|PAVICH |61|F
daniel|correia |11|Female
 SHAWN|MCFARLANE|12|Man
CARMEN| EPPERLY|73|FM
CARLOS |IJAMES|26|MF
 annette|cast|134|Girl
donn |piper|6|both
JOHN|FRANCO|20|both
terry|schiffelbein |36|-
frank|byford |22|M
 SYLVIA|HENDERSON|9|-
mark |beard|44|both
russell|parson|42|both
jill |wilborn|13|-
ernest |xiong|48|F
 veda|mitchell|69|f
ROBERT |PURSLEY|88|Female
 ellen|ratcliff|58|-
 christine|patterson|113|Man
kathleen |ramirez|44|F
lisa| guerrera|28|Male
SHANE|WILLIAMS |40|MF
MILLIE|JOHNSON |28|both
HOWARD|CAMPANA |28|Girl
MARY |KENNEDY|61|F
virginia|stanley |44|M
charles|ishman |89|both
andria|sinka|56|f
jose |taylor|52|F
alisa|dixon|15|F
charles |grissinger|64|M
WILLIAM|MILLER |112|Female
jamie| morris|57|m
ELIZABETH|DORADO |164|LGBT
jerry|trinklein|32|Man
DEWAYNE| SULLIVAN|38|Girl
VIRGINIA| FITZPATRICK|46|-
 TREVOR|GARDNER|133|F
victoria|bratcher |51|F
 elizabeth|schiffer|63|-
DONALD| HENDERSON|26|f
RANDOLPH| AIKEN|4|both
ALEX |HEAD|165|both
karen|gazaway|12|both
JAMES|MCCARTY |8|FM
