First Name|Last Name|Age|Sex
 elizabeth|rondon|93|Male
buford| diaz|41|Female
peter|persons|70|M
matthew|mcdonald |8|FM
felix |sizemore|7|M
 magnolia|mitchell|50|f
loren|barron|33|Female
 charlotte|cox|31|LGBT
 raymond|dufrene|67|Male
CHRISTIE |HUTCHINSON|31|F
maya |beavers|99|F
 REBECCA|JOHNSON|57|-
 PAULINE|BONITA|67|M
 angelo|gonzalez|156|f
 EILEEN|ADKINSON|27|M
EMMA |TERRY|152|Girl
 JOSEPH|BARBOZA|58|Female
MICHAEL| FLETCHER|19|f
john |winters|110|both
BONNIE| HAMILTON|49|LGBT
 justin|ashworth|60|-
theresa| daniels|61|LGBT
jo| lawrence|53|Female
samuel |robbins|38|f
larry|olsen |30|FM
JOHN|PARKMAN|35|f
shawn|connor|51|F
ROSE|STELLING |54|-
KEITH|EDMONDS |65|M
harry |strobel|40|-
JEFFREY |ELLIS|53|m
JEANNE |SCLAFANI|62|LGBT
 sarah|maks|47|Female
JEFFREY |SHEN|64|F
 NATASHA|PARKER|29|f
GISELA|CASEY |88|both
katina| kassis|33|FM
maria |kaufman|23|m
john| clark|40|Female
 james|chancellor|32|M
pedro|porche |34|MF
levi|seabrooke |18|-
charles|ziegler|44|f
ANTONIO|FULCHER|56|f
VERNON |SERDULA|30|-
carman |surber|23|F
RAYMOND |MARTINEZ|61|M
JONATHAN|RIVAS |20|-
 KATHLYN|CUMBERLAND|63|FM
CAROLYN |BARLOW|21|FM
PATRICK|KENNEDY|24|m
lynne |wilson|59|Girl
AMY|SMITH|7|both
patricia| schultz|69|Female
jo| robinson|2|Female
 joseph|mouw|149|FM
ELIZABETH |BANUELOS|58|Male
cheryl| scott|56|M
ROGER| RHODES|22|-
howard |west|28|-
margaret |durk|53|-
 JOE|ROBINSON|68|f
lucille|beck|57|Man
yvonne| stevenson|19|Girl
DELBERT|CHARLES|10|f
JAMES |STOWE|52|M
daniel|allen|161|Female
AMANDA|JORDAN |52|MF
linda|mitchem |36|F
brenda|morris |51|Female
shannon|kalama|68|f
 MARTIN|CLONINGER|60|-
MARY|BENTLEY|61|both
jacqueline| kemnitz|27|Male
 PAUL|DUSENBERY|24|Man
 MARK|REIHL|36|f
gary|heber |63|F
frank|courter|10|LGBT
JUDITH |HENDERSON|31|F
SAM|BROWN|24|both
 alexis|dougherty|25|f
thelma|travis|28|Female
carla| martin|43|M
RAMIRO|GRAZIER |25|both
 FRANK|MOLINA|12|F
 ERIC|TUENGE|28|m
MICHAEL|HIGDON |25|Female
 NORMA|HARVEY|51|Male
francis|pierce|28|both
WILLIAM|DUNLAP |67|-
CATALINA|FLAHERTY|68|m
robert|flatt|51|both
holly| smith|42|both
ARLETTE|FRENCH|24|f
velma |penn|56|f
micheal|williams |36|both
 GLAYDS|STEVENSON|47|FM
DONALD|STARNES|39|f
NORMA| KIRBY|23|m
DEANNA|RICKMAN |62|f
DALE| ROLLINS|62|m
jose |moore|42|LGBT
linda |mull|69|Female
QUINTON|BOSARGE |51|LGBT
ANGELA|CAPRON|64|M
monique |laux|42|-
ALAN| ANDERSON|63|LGBT
edie|sparaco |36|m
JOHN|DIGNAN |42|M
charles |jones|60|LGBT
JENNIFER|ASHE|160|f
candace| lovitt|66|f
POLLY|HADER |41|f
gary |boyd|30|F
CONNIE|LACY |73|M
 paul|sublett|139|M
 FRANCES|ORTIZ|25|Male
 theresa|nye|60|LGBT
JOSEPHINE|CROSBY|29|Male
daniel|stanley|21|Male
DEWAYNE| KELLY|31|LGBT
michael |roney|46|M
 RICKY|SHARP|46|both
lorraine|kirley |26|M
 barbara|huslander|42|F
 morris|doyon|51|MF
JOHN |LAIR|62|m
ANTONIO|DANIELS |70|MF
KATHRYN|YUNG |164|LGBT
DELLA|MCHALE|51|m
 KENA|OSTERHOUT|64|M
 donna|shanks|41|M
GEORGE| DIONNE|27|MF
CATHERINE| ABEYTA|87|both
 DONNA|BAILEY|63|F
glenn |webster|56|F
DEBRA|BULLOCK|48|F
MEAGAN|LEBOEUF |53|both
chantell |dahlheimer|65|-
RICHARD| SCHRECONGOST|66|f
 FRANCIS|PARSONS|170|LGBT
 kendall|coleman|63|both
latia|downs |33|-
WAYNE| SILLER|64|both
janice|sanchez|155|F
CHARLES |KENNEDY|25|Male
 joseph|cohran|33|M
 RACHEL|FULLER|11|both
 CAROL|ODONNELL|37|F
pamela |stahl|11|F
mildred |sims|18|f
colin| arnold|67|FM
CLAUDE|ROSE |197|f
kathleen |craig|59|Girl
WALTER|OBERG|52|both
 donald|fujita|24|Male
 PAUL|WARREN|157|Girl
maude|fico|61|-
TRACY |RYAN|16|f
edythe|reed|84|m
WILFREDO| MARLEY|68|M
keith|lemelin |44|f
 sandy|holmes|43|Girl
 betsy|chamberlin|43|Male
 david|haught|24|both
JOE|MILLER |20|-
sidney |alfieri|183|m
phuong|scerbo |77|F
kyong |ramos|76|Girl
 KERRIE|SILAS|4|both
alberto|hobden|1|M
david |arons|23|m
william| johnson|6|both
MARGO|MORENO|33|F
david |sharp|27|-
GLORIA |WATSON|34|M
HOWARD| HAYNES|22|Man
michael |grosse|56|MF
KATIE|JOHNSON |65|both
KEITH|DANG |44|both
 CHARLEY|HART|70|M
LUCILLE|YOKOTA |29|-
 george|king|53|M
dan|collins|50|f
JEANNE |HEATH|60|Female
JAMES|PHELPS |55|-
peggy|chavira |67|f
 ANNA|WHORTON|4|M
 norris|robles|29|Girl
RHONDA |FLOCK|63|FM
ANTHONY| HARVEY|36|M
 jennifer|palm|41|Female
LEVI|COLE |42|M
hazel|beverly|64|MF
GILDA|DENNIS |197|LGBT
gary| moriarty|32|LGBT
RICKY |HAWKS|18|m
ALEJANDRA |KROHN|23|M
ronald |tang|131|M
GARY| GOODMAN|53|LGBT
MARIKO|ADAMS |67|Man
james|kendrick|17|f
cornelius| dean|34|f
NICOLE|LOTT |25|FM
ROBIN |BOYD|60|Female
 michael|higgins|64|both
annita| ahn|52|f
 lawanda|cohen|85|LGBT
gina |cook|27|Male
lewis|suarez |35|M
CHELSEA|KNIGHT|3|-
MARIAN| ARMITAGE|32|M
monika|traficante|64|LGBT
 sean|whisenand|33|M
 FANNIE|POWELL|93|Male
 LUIS|BALL|45|M
jose|andrews |44|Girl
HERMAN|BYRD|64|f
PHILIP| ROSARIO|52|M
GERTRUDE|BOSWELL |31|F
margaret|bush |67|MF
CHRISTOPHER|KNUDSEN |197|Girl
CHRISTY|MOORE|149|m
george|hatch|7|both
travis |sherrard|25|Female
henry|wilkowitz|42|Male
DEBRA|VARGAS |69|LGBT
TRACY|LIESTMAN |10|LGBT
ROBERT|LAINHART|59|f
JACQUELINE |GEORGE|67|Girl
donald|hoffman|8|m
CEDRIC |MASON|41|m
edith|bez |6|F
JO|MEIGS|45|both
georgia |clark|28|both
STANLEY |ARCHEY|59|m
alicia|santos|63|F
angla| pontes|28|m
VICTOR| REEVES|123|-
 FREDRICK|TUCKER|24|Female
thomas|horton|2|LGBT
HELEN |TOMPKINS|62|M
CHERYL |MELROY|10|both
 GEORGE|SHEARER|2|-
DAVID|BECKLEY |66|LGBT
 penny|boyer|19|F
debra| warren|64|m
 james|rezac|48|m
PHYLLIS|BIRGE |17|f
jean|spencer|43|Female
VIRGINIA |ULRICH|5|F
 daniel|levy|161|m
reynaldo |brown|51|f
john| hampton|66|MF
CALVIN|LOPEZ|24|LGBT
CARLENE |RIVERO|67|LGBT
RICHARD|RUNYON |28|both
bryant|cooper|49|m
KELLY|SMITH|28|f
jerry| ahrens|18|M
jaime |bandy|45|m
ANGELA| BENAVIDES|45|Female
tracy| suzuki|59|MF
 JONATHAN|CASE|25|F
vera| kuntz|64|Man
MICHAEL|BROWN|12|Male
MARIAN |RUCH|54|F
michael| dorey|30|m
lora|johnson|54|f
maria|carrithers|99|Female
 guy|gordon|28|M
richard| puckett|57|m
SCOTT |GODBEE|25|FM
william|fabian|58|Female
 sarah|manthe|53|F
TAMMY| BEAUPRE|81|F
KURT|SINGLETARY |66|MF
 sharon|berry|48|M
BREANN| MATTISON|66|FM
HARRY|KINNISON|38|LGBT
ramona| pitts|4|both
EDWARD|KARTER |59|MF
barbara |jenkins|19|Male
SANDRA |HAYNES|42|f
SONYA|WEHN|50|-
 james|babena|69|MF
MICHAEL|BATES |46|LGBT
 ellen|goldberg|60|both
 david|davis|110|Female
MICHAEL|ARTIS|57|MF
ELNA| DAVIS|36|LGBT
SYLVIA|PHILLIPS|53|m
REBECCA| WELLS|55|f
eric|wheeler|47|-
ANIKA |PEMBERTON|65|f
carlos| meaker|45|f
isabel| murray|66|Male
JOE| SILVERTHORN|56|MF
joseph|daniels|67|f
 christine|eaton|28|f
steven |justice|17|both
NANETTE |MITCHELL|19|f
 germaine|huslander|136|M
 terrence|figueroa|1|LGBT
HARRY|WHITMAN|61|Man
mary|rollins|91|both
 daniel|fleming|29|Male
bobby|roberts|32|M
HILARY|MONTGOMERY |35|Female
deborah |gutierrez|13|m
JAMES|TAGLIENTE |45|M
JEANETTE|MITCHELL |67|Girl
JAMES| POOL|109|Male
 NEIL|CANTRELL|40|Man
IRENE|THARP |31|Male
DUANE|HAMMOND |42|-
 johnathan|barboza|18|m
clara |galiano|169|M
 crystal|tucker|18|f
 AMY|TURCOTTE|44|LGBT
 constance|branch|41|both
PATRICIA|WILLIAMS|57|F
jonathan|alvardo|53|-
MARJORIE |CREPEAU|30|LGBT
WILLIAM|LYONS |54|both
 anthony|gay|65|-
mildred|hussey |17|Girl
 tarsha|sobers|19|both
margery|trask|76|F
sam |zorra|70|m
christina| hernandez|49|LGBT
BOBBY|SHINGLER |60|both
darryl|davis|49|MF
IRENE|ROE |70|Man
george|knapp|27|Girl
HELENE|RASH|65|M
GRACE|JONES|45|LGBT
jeremy |rios|196|F
 stephen|jefferies|134|m
CHRISTEN |POWERS|113|both
faye |eldridge|54|F
howard|stogner|59|Male
ROBERT|LAWRENCE|109|both
randy |hinkle|41|M
hazel|capito|57|Girl
ANDREW |COOPER|62|F
ofelia|trout |37|Male
charles| hubbard|43|Male
 james|eggert|55|LGBT
scott|stewart |27|FM
EMMA|WIDERA |32|Girl
GREGORY|SMITH|11|m
 JOSEFA|RAPELYEA|16|M
THERESA |BLAIR|27|MF
geneva|goforth|26|LGBT
deborah |morris|16|-
DAVID| COLE|90|both
jason|bumgarner|53|m
 BYRON|MADDEN|67|M
GORDON|LEE |191|M
joe|endsley |46|LGBT
terrence|king|53|M
 mildred|smith|59|LGBT
 michael|gregorio|15|m
