First Name|Last Name|Age|Sex
ANGELA| HERNANDEZ|4|Female
TANNER|HIMES |36|both
annie|waugh |18|-
 dennis|russo|23|Male
donald|buckman|19|MF
debra| spaeth|119|Male
jason |druvenga|65|LGBT
JOHN|CEREZO |15|m
 PATRICIA|MARTINEZ|67|Male
YVONNE|FLANDERS|138|m
SHEILA|BELL |91|f
jamie |denise|81|-
WILLIAM|AGUILAR|59|LGBT
anthony|abrams |42|both
TIMOTHY|PARKER|7|Male
dann|holtmeier|22|-
 alex|alexander|9|M
 GEORGE|PSUIK|70|M
 ANN|SPELLACY|198|m
 sandra|espenshade|62|m
 gregory|gelormino|55|-
SARAH|BRUS|155|M
 alethia|gilcrease|26|M
CURTIS |CAMPBELL|28|M
EVELYN|BLAKE |17|both
MARY|WINDHAM |21|Male
ellen|stengle|53|M
SHARON |WALTON|70|-
judy| bermudez|58|LGBT
 FLOYD|BRYAN|50|Male
MARGARET|SEQURA |55|LGBT
 jason|dickerson|30|LGBT
 francis|newby|17|m
 LINDA|MORGAN|153|-
KENDALL| HAMMER|44|M
MARY |BALL|58|-
JESS|BEAVERS |55|LGBT
GINGER |HANEY|60|-
edna| busbee|43|F
MARIE| FINWALL|29|FM
LOUISA|LECHNER|4|LGBT
BARBARA|SULLIVAN|27|MF
 barbara|anthony|60|-
nicole |lewis|20|M
 kenneth|carroll|39|F
CHARLES|LEE |36|M
DIANNE|ARVELO |62|both
nancy |hilley|1|f
JOE| JONES|70|LGBT
WILLIAM| SANDERS|16|LGBT
 ELEANOR|BAXTER|70|Girl
RAYMOND|CHAVEZ|140|m
KEITH|DAVIS|16|M
penny |kaplan|58|both
beatrice|herrera |64|LGBT
diane|villalobos|17|f
MARIA|LINCOLN |13|Girl
MARK|COOKE |50|both
richard| thierry|39|-
donald|washington |28|f
melba|harland|51|m
KRISTOPHER |OLSON|30|M
JOHN|GRAHAM |15|M
cara|harris |1|Male
 ROBERT|FILION|20|f
 eunice|ford|85|f
 JIMMY|ROMO|28|Female
ALFRED| RAYMOND|10|Male
 RUBY|JOHNSON|51|f
PAUL| KELLY|56|LGBT
 ALEXANDER|PATAGUE|65|Male
RONALD |STELLY|26|LGBT
 john|cook|41|Female
CHARLES| WUNDERLIN|66|Male
ROBERT |FURTADO|47|f
wanda| moreau|41|Male
adam|sonsino|7|F
willie| lasseter|16|-
 michael|sikes|18|f
CHRIS|SUENNEN |45|MF
alberta| richmond|18|both
joe |heberling|132|-
 mellissa|maxwell|118|LGBT
CLARA|SISK |12|FM
richard| milliken|49|F
mary|horky|20|-
MICHAEL|MARTY|163|M
lue| jimenez|92|M
LINDA|JOHNSON |60|M
 MARY|BERNTSON|31|Male
ROBERT|DAVIS|34|M
 JOHN|FENWICK|4|both
ARACELI| NORRIS|14|-
 RITA|REYES|43|MF
 jeff|matthews|48|F
 alma|leto|40|MF
 wendy|rowe|27|FM
KEITH|FAIRCHILD|107|-
KRISTIE|ARNOLD|33|-
william|strassburg |43|M
melissa|allah|32|m
lonnie|meyer |40|Man
 BERNICE|BOHANNON|18|both
JUDI| CRUZ|68|-
 SANDRA|WRIGHT|27|f
william| gonzalez|61|-
 BETTY|WORTHLEY|40|LGBT
lupita|martinez |36|F
ashlee |maye|37|F
ellie |ball|12|FM
DAVID |NEUENFELDT|56|m
PATRICIA|SMITH |196|M
margaret|golden |46|MF
 DAVID|OQUENDO|4|Male
 JAMES|CRAIG|54|f
ERIC |REITER|62|Female
 aaron|hill|194|LGBT
edward| reece|43|Female
BRANDIE|GALBAN|6|m
magen |presnell|49|LGBT
ANGELLA|YOUNG |64|M
CHRIS|JIRON|40|M
sylvia |mcdonald|8|both
 jerry|rolling|67|F
KALA |HAMSON|31|M
CHARLES|BALLESTEROS |15|Male
 mabel|stanley|54|both
johnna|follick |45|M
jerry|hamilton|52|-
 DEBORAH|COBB|49|LGBT
KAREN|FULLENKAMP |44|F
GLEN|BULLE |54|LGBT
patricia |jones|78|Male
CLARA|EDWARDS|48|both
BETTY|FISHER|63|FM
 ARTHUR|VROMAN|58|both
TAMMY |RUSSELL|21|LGBT
JEREMIAH|CLARK|18|m
JUAN |NICKELS|71|f
FRANCES| LAWRENCE|51|LGBT
JOHN|GREGORY|57|both
virginia|bubert |18|Man
CANDICE|MABE |6|F
charles|bauer|51|LGBT
GERALD|HARRIS|55|m
paul|flaming|63|FM
MICHAEL|MUNIZ |163|Girl
michele|perales|65|LGBT
becki|leblanc |108|MF
DALE| MILLER|36|M
JAMES |PHILLIPS|2|LGBT
JOSHUA|FENSTERMACHER |47|f
linda|watkins|48|f
RICHARD |MALONEY|64|Female
edward| floyd|21|f
stanley| taylor|66|m
anthony|karas|58|f
reva|sloan |48|Girl
 JAME|CHRISTENSEN|39|m
CAROLE|THORNTON |107|LGBT
 MELISSA|KOEHL|61|Man
michelle|curley |179|m
maria| ereaux|141|f
ROGER |MANGIAFICO|65|f
cynthia |bulfer|45|M
katie| woodford|23|LGBT
candy| sowder|34|FM
 PAULA|BLANCO|49|M
ROLF| BUTERA|44|F
FAYE| EARL|59|LGBT
 susie|davis|22|Female
JOSEPHINE| GRAHAM|107|f
 ronald|costa|18|M
 GENEVA|TRULL|63|Female
sandra |anthony|58|LGBT
 scott|diamond|65|F
william|anderson|68|M
susan |dick|28|f
betty |hampton|14|Girl
SARAH|ARFMAN|36|Man
anthony| sherman|36|m
carol| odum|152|Female
luke|chavez|66|both
REBECCA|KNIGHT |72|LGBT
elvis|johnson|57|Male
suzette|ryan|54|f
mae |clark|48|-
william|neverson |19|f
barbara|williams|22|-
KAREN| STAPLETON|145|both
 joyce|stamour|15|MF
BRANDON|HILL |46|-
ANNA|BLACK|38|Male
shane |smith|18|-
marilyn|norsworthy |37|LGBT
carl |moran|25|LGBT
MARGIE|ANDERSON |63|M
JAMES| ENGLISH|32|MF
kathleen |boyd|72|Female
 michelle|head|32|Man
TAMMIE|WEBB |21|both
arnold| hill|45|-
OLIVER |PETERSEN|14|-
joy|polzin |41|f
mary| walker|83|-
debra|noyes|126|Girl
KEVIN|LI |33|-
 robert|goodson|49|Female
 CYNTHIA|BROWN|4|both
elizabeth|berry|28|F
ben|wright|42|LGBT
GRACE|SCHMIDT |58|Male
carolyn |schrecongost|43|FM
william|roberts |36|LGBT
 alice|jones|61|M
 shawana|hines|65|F
THERESA |WOOD|20|LGBT
 CHARLOTTE|BLAKELY|136|Female
shelly |labriola|44|MF
BRENDA| NGUYEN|66|-
michael|webb|47|-
CHAD|ABERNATHY|40|Female
CHRISTOPHER|METCALF |70|f
JEROME |BUCKLEY|19|LGBT
roger| hise|26|M
KATHLEEN |ATKINS|79|FM
elsie|woodard |29|Female
TRACY|THOMAS |33|M
JOHN|MILLER|18|m
KAREN| WYNDER|8|M
EMERSON| JOHNSON|25|both
JEFFREY |MATTINGLY|26|MF
william |franco|40|LGBT
jason|felix|17|Female
DANIEL|BEASLEY|197|Male
DENNIS|CARLINO |9|Girl
JOHN|HARRIS |45|Male
GEORGE|WENDT |140|m
 SARAH|CHAVARRIA|179|both
MINNIE|VANNATTEN |51|FM
david| hollingsworth|59|Male
ERIKA| DAVIS|49|-
peter| stone|137|Man
 SHANDA|BUHMANN|1|Female
PATRICIA| HONOR|147|f
NATASHA|NELSON |41|F
margaret| maffei|60|F
KEITH |FELT|28|Girl
LOWELL|COTHREN |49|m
ANTHONY| PRESCOTT|63|M
todd |oliver|8|-
jane|silver|68|MF
JOHN| MANNING|31|both
PATRICK|TESH |38|FM
BRENDA |BONNER|73|FM
charles |hammons|193|MF
 SONIA|KRAFFT|26|-
AGNES| TA|41|-
angela |travis|4|Male
RENA| PARKER|31|LGBT
 christine|pena|24|-
mary|rosso|102|Male
JOSE|HINES|28|FM
robert |chambers|41|m
christopher|grubbs |44|M
leroy|mosser |47|both
 YESENIA|MCDONALD|47|Female
JESUS|SCOFIELD|8|both
oscar|salley |38|MF
FRANKLIN |REIFSNYDER|38|M
doris |davis|46|M
NORMAN|BOYLES |48|both
 ELSA|DEBONIS|63|LGBT
NOE |RICHARDSON|63|f
michael|freeman|50|Man
barb| jones|169|M
james |masker|65|Male
ROBERT |SHANHOLTZER|52|F
GRACE|EUDY |5|LGBT
 MARY|LAWRENCE|48|M
KATHERINE| LEGGIO|65|M
carl| marciniak|53|LGBT
JAMES|REECE |33|Girl
 BETTY|CARTER|12|M
 JANET|HANKINSON|54|Man
ROBERT |JENKINS|32|both
RUTH|CHANCE |54|Man
JOSEPHINE|KRATZ |185|F
jack|kesselman |61|f
maureen|kim|66|m
ANDREW| WILBANKS|70|m
ruben |ramos|26|F
david |cassem|27|-
CLAIRE|WILSON |43|m
david |reynolds|67|f
DANIEL|KECK|19|F
david| melendy|41|LGBT
jan| ding|21|LGBT
charlie|will |25|LGBT
tina|mccrea |30|both
vince |woody|32|FM
kenneth|cowels |43|Male
 anton|credeur|18|-
CLARENCE |RICHARDS|26|MF
amy|workman |53|both
lisa |grant|41|f
SON |SCHMIDT|46|LGBT
LUCIA|KUBIAK|20|M
 karen|mccowan|63|m
 SYLVIA|STRACK|41|M
 MARK|RUSNAK|38|Male
JAMES |LAWSON|19|f
ROSE|STANLEY|46|f
CYNTHIA |PASS|46|Man
franklin|honaker |35|Female
PETER|VOGAN |43|M
JAMES|BOTT|130|LGBT
MICHEAL|HOUSMAN |50|F
glen| king|11|f
ALBERT| CEFALU|58|f
JOSHUA|MADERA |23|m
JOSEPHINE|WORLEY |36|both
 MONA|HOYOS|68|LGBT
JOYCE|LUCIANI|24|Girl
 john|owens|37|Female
rachel|lewis|27|MF
 MICHAEL|BIRD|58|f
jamie|shepherd|9|both
DANIEL|ELLISON|34|F
 CHRISTOPHER|TORRES|70|f
shannon|akers|59|LGBT
 ronald|damian|46|MF
kyle|wittkop |45|F
DOUGLAS|WELLS |67|LGBT
ANGELICA |ABRAMOWSKI|69|-
EDWARD|BETTS|70|-
lori|morris |24|F
JAMES|EVANS |21|Female
MICHEAL |SHURTZ|46|Male
 pamela|bohler|172|F
ursula| earle|191|m
 anna|myers|39|LGBT
CARL |WOLFERTZ|40|M
JOETTA| MORGAN|46|M
juan|crane |146|F
ROBERT|DAVIS |32|Girl
faustino|mclaughlin |54|F
shannon| wagner|45|LGBT
CHARLES|OBRIEN|33|both
LISA|MCLEAN |40|F
 jason|morrissey|192|M
KIM|FELDER|62|both
faye|bernard |31|-
elizabeth|callis|33|F
PATRICIA|BECKMAN |52|Female
MARY |XIA|59|FM
robert|boyd|7|LGBT
JAMES |MORRISON|49|m
BEVERLY |JOHNSON|50|FM
james|friel |40|Female
 RICHARD|CUNNINGHAM|50|LGBT
WILLIAM |ADAMS|67|Female
DOROTHY|HILGERT |30|both
javier |brady|18|MF
ANNETTE|NORSAGANAY|55|Man
 terry|garrard|59|LGBT
 arthur|milbourn|20|both
david|santacruz |56|F
 gertrude|kincaid|94|m
 PATRICIA|PAINE|6|m
 robert|evans|63|m
JESUS |REYNOLDS|38|LGBT
HOWARD|DEPEYSTER |63|Girl
JACKSON| SPEARS|68|MF
cheryl| sutton|50|Male
IAN|WALKER|50|M
JOHN |CHASTAIN|22|Man
 JASON|BROWN|29|m
kathryn |gates|56|MF
JANIE|HORTON |61|LGBT
JAMES|IULIUCCI|25|LGBT
 james|smith|65|both
michele| cheek|45|LGBT
THOMAS|HORNAK |40|M
brad|carvajal|69|both
LUNA|FRIAS |6|FM
george |green|44|both
tracey|schenk |29|Female
marylou |hall|69|f
robert| gaddis|33|m
PATRICIA |MCDONALD|61|FM
JOSE|COX|64|Male
MICHAEL| SWAREY|24|Female
howard|simons |60|MF
donna|rice |36|m
tyler |dexter|61|Female
THOMAS| TAYLOR|27|Male
barbara|dunn|65|both
michael |tyrrell|52|F
ELIZABETH |HUIZENGA|40|MF
 JACK|PICCOLI|5|f
 CHARLIE|EVANS|62|F
jeffrey|decker|67|f
MICHELLE|KENNEDY|25|Man
JOSHUA |RING|28|f
bill |chapman|36|Male
CAROL|RAINS |16|LGBT
 timothy|harman|196|LGBT
chris|alfano |27|f
HAROLD|ROWEN |67|Female
 CLEMENTINE|MILNER|56|LGBT
helen |abbott|7|f
carl|grove |66|f
arlean| obrian|39|MF
julia|toribio|3|m
SARAH| CLARK|65|m
