First Name|Last Name|Age|Sex
 mARTha|mULLIs|66|both
 BetTY|ALVaReZ|46|f
DEbrA |ToOmeY|61|both
MartHa| RIckEL|178|Man
Luis |peNDeR|64|MF
kaReN |paRrOtT|37|both
NAN| WiggiNTOn|94|both
rOBerTa |oLeniUs|22|F
Mark |CURTIs|35|Male
 LinDa|mOrALES|41|M
JohNny|leE |29|m
 Troy|WiLLIAMs|17|Male
mAry| PEARcE|56|MF
thOmas |leIBer|179|Man
joHn| NelsOn|20|LGBT
rOBERt| eSQUeRrA|56|MF
tErrY| CARRoLl|138|-
wenDELl |tHIBAdeAu|47|m
mARY| aLsIP|56|f
JOE| bATEMan|20|LGBT
rEbeCCA |SHArkey|84|f
gREgorY |roUleAU|15|Male
BiLl|wOOD |100|Male
REgINaLd| RENnEr|18|m
cHerYL |cAnIDa|30|M
anDREA |eaRNEST|26|F
mAry| CoX|54|m
JosE |borRego|29|-
aDA |fLiNt|44|-
zeNaIDA| KiRKLANd|57|Girl
jASON|fArnHaM |21|Man
EVERETt| owEns|90|m
ALICiA |HOgAn|53|LGBT
jO| SmitH|51|-
kaREN |MeRrICK|50|Man
 JOHn|PHILLipS|159|both
ROnalD |STROHl|57|both
lEE| ScHULz|55|Female
SHIRlEY| Davis|53|both
JaMEs| aguiLAr|15|m
marY |SamuEls|16|M
chaRleS |LYons|68|m
 micHAEL|fItAnidEs|62|m
RoNALD|WRIGht |12|F
michAEl|FRITsCh |74|Male
 geOrGE|SWAnsON|22|both
KOrEY |PetTeNGill|41|m
 sTeveN|MorGaN|34|LGBT
 pEter|perROTtI|3|F
WIlLiAM|JENKINs |28|both
KaTHRyN |bERBER|14|-
nanCy|unSWORTh |31|Female
RiCHard|SHields|14|Girl
aLLen| barkSDaLE|159|both
SAnDra |hOsKINS|65|M
MARGUeriTE |heLGasOn|29|LGBT
 damon|dahl|50|MF
 jAck|beRRY|5|f
DArRyl| COnNER|28|FM
ruBin| LEE|60|f
 GeOrGE|COTHReN|73|-
JOhN|ARNett |65|LGBT
 vICKI|baILEY|38|Female
 liSa|NoYer|26|MF
maRy| tHaYeR|57|M
ArnOld|poRedA |66|m
TraCy|woRm |124|f
DoUGlas|rAU|60|F
EIlEEn| JONES|40|m
 mAnuEL|ARCINieGA|39|-
tRINa| ALLiSON|49|LGBT
 ERiK|wHite|146|both
EDdiE |YeaGER|15|Male
 ChArlEs|baILly|52|f
 wilLiaM|mOuntAIN|4|F
fraNk |MCnEESe|38|M
DeNISe| roWe|110|LGBT
 ronald|YoUnKer|86|Male
JOE |RobeRTson|70|Male
 ScotT|PalmER|63|Male
jannIe |goldBerG|61|f
 LEoRA|StarneS|31|Male
xIOmARa |ROUSE|24|MF
juDy |ZarEK|141|F
juDY| bArRagan|67|-
bEn|KiSer |70|LGBT
 dORoThy|NeWsoM|16|LGBT
danIel |SEA|150|F
LoWELL |SMItH|40|f
WIllIAm |sErrATO|150|Female
JOShua |oLson|44|M
eRnEsT| brOwn|41|MF
hazel| mages|60|MF
ElIsEo| GreEr|19|LGBT
sCOtTIe| sHOoK|24|Female
 RoBeRT|PArtIda|67|f
RobERt |miLLER|10|Male
JoEl |CoRCoRaN|13|Male
MElisSA| powelL|58|LGBT
rACHeL|bURNs|29|F
arLenE |MiCkEll|28|F
lESliE|BROokShire |35|FM
LiSa|SLOAn |14|LGBT
 MOnIcA|bRoOKs|49|LGBT
HEleNA| MitChELl|15|both
aRdEn| MacNEiL|16|LGBT
JIMmiE| fInk|116|Female
GAiL| OrTegA|25|FM
roNaLD| PeRez|55|-
vICTOr| wASHingtOn|190|M
mIcHAel |cOCKer|62|both
 LeE|broWN|65|both
jAMeS|WItMeR|24|MF
DoYlE| wesT|54|MF
pArtiCia| PACK|106|-
JOhn|CLArK |20|m
 tRIna|LawRenCe|35|F
maE |feRRElL|37|F
gLOrIA| wYnN|41|M
 JEReMY|cASTilLO|194|-
howaRd|CArEy |47|both
RANdy|AlbeRSON |33|Male
cHriStinE|FRANCiS |33|M
 ANna|SchoeN|39|both
 JOhn|PrICe|28|-
shErriE |kArr|61|M
 lOuis|dodd|70|f
GraNT| cUTHbErt|24|-
JUNE |FElIx|54|-
 JAmIE|sAnTOS|27|Female
linda |LoVeTT|48|M
 euGeNIo|SAGErS|9|LGBT
jaSoN |GroSS|109|f
JAMie|SUllIvaN|69|f
 joe|Hu|18|FM
JAmes|ZamORa |54|LGBT
jAcKIe|WELlS |118|LGBT
 duSTiN|dAVis|30|Female
jOlene |GaLLoWay|30|both
MarGAReT |ButtRY|66|FM
JanET |kRiEg|26|f
caTHErInE|DalEY |19|m
dEniSE |dORVAL|37|M
 CINdy|WestRAy|159|both
 sARah|lamPKiN|62|both
 dEvon|REnShaW|23|LGBT
daVID| LOUIs|14|F
BrIAn| GEHRIng|32|m
wilLiAm| WHatLEY|14|Man
 MIchele|HeNdERSoN|31|both
Amy| moSiEr|58|F
carol| HoldeN|62|LGBT
daViD|lOUGhMiLler |51|Male
 efREN|WiNE|67|F
LOUIs |PeREz|178|F
laURiE| MCenAnEY|41|F
EriC |fERlanD|31|-
 sanDRa|Smith|49|both
 cArY|CoLliNS|64|Female
WiLLiE |gAGnE|43|Female
 tiFFanY|SHAW|74|Male
rICHArd| chaDWiCk|53|M
DUanE |ESqUIvEl|68|Man
 wilBur|sEARS|14|F
jEsse|baRRA |106|LGBT
TiNiShA| vILLAnUEva|56|-
keITH| SEAts|66|f
 MaLiSsA|kEARneY|10|m
MarTIn|GOodman |79|Girl
ricHARd| STovEr|193|m
irIs| rAtTeRrEe|17|F
maEGAn |SuLLiVaN|19|both
 joHN|HeNdricKS|32|f
RICHARD |LE|37|Female
BUFord|bAss|84|F
 jEnNIFeR|pAne|48|LGBT
RUth| morse|33|Girl
TOny| VeNson|22|M
 LucIa|ROY|55|both
marY |SUmNEr|18|m
VIrgiNIa| WiLLIaMS|32|LGBT
tammY| rOBinson|11|m
WiLLis|GraNT|66|FM
ManUEL|baSbas|44|Male
ELiZabeTh |biaGIOni|57|both
cHad |jAmES|57|Male
 noRMA|LiSbY|36|m
lilLiAN |bAker|45|FM
 cHARlie|cIChoWsKI|35|LGBT
JOSEpH| pIercE|25|LGBT
kImbErLy| DINGlE|16|both
 cHristOPhEr|metcALf|195|-
 riChaRD|sALcEdo|42|LGBT
raNDAll| Rubin|26|M
PATtY |moY|55|FM
JEsus |parRisH|59|f
PAtRICiA| KaholA|74|-
ROBeRT |mArDeN|54|f
jaCOB|ForbES |47|Female
CraiG|leMmoN |60|LGBT
TERRY| desaLvO|64|Male
