First Name|Last Name|Age|Sex
agnes |shine|62|m
holly| robotham|55|m
esther|allen|193|M
milo|beisch|32|Girl
brent| stgermain|32|M
kimberly|wilson |26|f
shaun|green|19|MF
KASSIE|WHITE|4|m
 TRACY|GONZALEZ|51|LGBT
AMBER| BRANCH|57|MF
JENNIFER| WELLMAN|6|f
DORIS|FORD|45|m
BYRON|GILL|35|Female
KATHLEEN |WESKE|27|Female
john|sikes |17|Female
ROBERT| HILL|59|Male
doris |matten|191|m
ALFRED |TORRIE|70|both
vincent |baker|55|M
 jennifer|smith|26|f
henry|riccio|47|both
richard |cannon|174|Male
 MARTY|GOTTLIEB|5|-
 HAZEL|ALLISON|181|-
brooks |merritt|47|-
luis|roberts |32|m
 SHERRI|EBER|24|M
CHARLES|SHEVLIN|49|-
deborah|grice |44|both
 robin|tice|55|-
linda| walker|70|LGBT
MICHELE |KING|68|M
JOHN| NORTON|24|Male
TAMMY| DRETZKA|67|Man
violet|adams |38|m
 carmen|border|15|LGBT
TROY |BRYAN|20|-
robert |finley|23|FM
 jimmy|morse|36|F
JONATHON|WALDAL|63|both
LINDA| MCLANE|21|F
MARGARET|CARROLL |26|Female
LINDA| OCONNOR|27|LGBT
scott| matier|64|f
JOHN |RUTHERFORD|58|both
DANA| COOK|22|f
robert|malone|56|f
JASON|GARDNER |22|Male
BETTY |DERRICO|8|Male
james |harris|52|FM
MILDRED| FELPS|59|LGBT
 dennis|alexander|63|Man
ruth|flett|44|-
yolanda|tape |90|both
JUDY| BUSCH|119|Female
JIMMY|WELLS |38|Female
 terri|meadows|25|Male
CARL|BEELER |8|M
BRENDA|MANZ |37|Girl
chung| ricketts|56|Female
blair|cargile |43|F
erin| baker|24|F
dorothy |shaffer|18|both
 CINDY|STEVER|28|FM
estelle| harris|35|-
 KEN|SCURRY|12|Male
regina|jenkins |22|m
galina|shade |31|LGBT
matthew| vaughn|61|Female
roberta|tovar |29|Male
kevin| goodman|55|f
GRACIELA|SEGURA|42|MF
PATRICK|MCGREGOR |65|M
 christopher|frank|10|M
jessie|shannon|4|Female
patricia|gentry|70|-
DONNA|DAVIS |25|F
LILLIAN|GLICK |58|FM
cheryl|wilson|129|both
 GREG|ARMSTRONG|15|Male
ELIZABETH|WEDEKIND|40|f
MARTIN|SMITH |21|FM
 sandra|smith|40|Female
david |stamm|49|m
DAVID|SAMPLES |23|F
TAMMY| DRISCOLL|2|MF
nora|moore |8|Female
 DONALD|HALL|44|MF
 LAWRENCE|BROCKLEHURST|52|Man
KIMBERLY |WALTON|67|Female
JOHN|BURLESON|6|Female
laronda| holland|27|both
OLGA|SHELBY |36|-
marquerite |irvine|38|F
 EDDIE|WINSLEY|120|MF
RICKEY |BAITY|41|Male
lawrence| weber|33|F
glenn|solorio|19|f
cheryl| sant|22|M
penny|bryan |38|LGBT
jane|west|37|LGBT
julie |foley|34|m
