First Name|Last Name|Age|Sex
tony |wong|185|both
federico |ward|32|-
NANCY| BAKER|42|Female
ALICE| HALL|31|FM
BRYAN|SMITH |149|M
ELENA|BLEDSOE |26|-
EDDIE|LEDBETTER |51|F
TAMARA|KRESSLER |68|Male
 brenda|waller|50|Female
howard| etheridge|14|both
DENISE|HOWE|27|Female
 JOSEPHINE|SIMAR|61|-
 manuel|haynes|53|Female
 STEVEN|DUNNE|67|-
 zina|gonzalez|5|F
TIFFANY|ROBINSON |25|LGBT
 BARBARA|GRIFFETH|1|MF
CINDY| FITZGERALD|51|m
dawn|jones|56|Male
kevin |narine|189|F
BERNARDINA |DUDA|66|m
FRANCES |MARSHALL|50|-
emma |gregory|26|both
herman|diamond |70|MF
RANDY|HUTCHINSON |32|m
alvin|firestine |27|F
 teresa|wessels|68|Female
 melba|bibb|192|Male
GAYLE |PENA|46|F
adelina |elliott|47|f
timothy |dunn|29|f
loretta|wright|16|-
barbara|christy |4|f
BRYAN| JORDAN|36|M
adrienne| beason|40|both
 JASON|ETHERIDGE|35|m
EARL |ANTHONY|32|m
peter|cornelius|62|both
BEATRICE|ZUMWALT |24|FM
 TIMOTHY|DETAMORE|10|F
 BERTHA|PATINO|43|f
janice |wright|9|F
 roberta|loughner|153|-
FRANK |MARTINEZ|35|m
KATHERINE |HAMILTON|63|-
 JAMES|WALDROP|66|Female
NOREEN| NEELEY|53|MF
 terry|behnke|64|Girl
 dorothy|burnett|1|F
 kathryn|roussell|50|FM
ERNEST| CALBERT|18|Female
MICHELLE| LEACH|66|MF
glenda |prentice|41|Female
LARRY|HAMMOND |23|F
peter|dunleavy|27|M
SYLVIA| VELAZQUEZ|69|f
 MIA|JOHNSON|65|Female
joseph| tvedt|39|m
 sabrina|burnham|54|both
ira |heavener|43|LGBT
jessica|whitlow|24|Male
young |graven|44|M
JOHN|SHEPARDSON|26|Female
john|ingram|19|Male
 ROBERT|MELVIN|57|M
CARLOS|SHINE|58|both
alexander| lindsey|100|LGBT
thomas| reyna|190|M
 margaret|heiden|32|Girl
veronica|peck|59|m
janeth| ploof|50|m
SHELDON|MCDONALD|38|both
DOROTHY|FLOYD|30|F
maurice |gayle|163|LGBT
LINDA| SIERRA|16|Girl
marvin|boyd|70|F
 ELLIS|DONNER|65|F
william |williams|37|F
WILLIAM| SHAW|58|LGBT
FAYE|FLYNN |61|M
 van|harrison|22|LGBT
lawrence |townsend|64|Male
WILLIE |HAMBURG|63|m
 linda|broughton|47|FM
JAMES|SAYLE |15|f
matthew |walker|27|Male
 MARYLOU|STONE|162|-
BILL|WHITAKER |34|F
douglas|miranda|40|LGBT
fannie |allen|1|Male
john| williford|92|Girl
ben |knowles|62|Male
RICK|MARTIN|13|M
mitchell|ruis |26|MF
RICHARD| ALLEE|55|LGBT
lawanda |walker|8|Male
EUGENIE| SALAZAR|59|Girl
AMY |LOGAN|117|f
ANN| JONES|38|m
HOLLY|CARR|49|M
PETER|COMEAU |54|M
ROBERT| TULLY|24|m
 shawn|mcannally|72|Female
leonard|escoto|45|M
 LILLIAN|WINFIELD|1|-
kenneth|taber|39|MF
beatrice|hoffpauir|32|both
ronald|leblanc|8|-
lisa |mayhall|22|-
ALEX| MATSUMOTO|49|LGBT
willis|alfaro |66|Female
NICHOLAS |MILLER|29|FM
CHRISTOPHER |WETMORE|184|both
cory| ensign|32|LGBT
 PAUL|PARKER|12|f
JULIE| BRIMER|39|m
NANCY| HANSON|60|Girl
 kristen|heacock|1|f
 DAVID|JONES|144|LGBT
STEPHEN|CRAMER |17|m
walter|christner |49|MF
don|robertson|17|F
lori |keith|29|m
 PETE|TUCKER|66|both
judith|spooner|34|M
micheal|yee |6|FM
 ora|tilley|57|F
YVETTE |BELKNAP|27|Male
 sally|roy|81|both
CHRISTINE|KORNEGAY |11|both
ANTONIO |PENN|59|both
shirley|rendon|69|LGBT
jessica| keller|33|both
david| murray|25|LGBT
john| peden|57|M
 PATRICIA|COHEN|45|both
april| herrera|158|f
BARBARA|HOLT |77|Man
LINDA| HARDY|61|f
 DOROTHY|RHODES|46|-
angie|wilson |55|f
MARTHA| XUE|56|m
