First Name|Last Name|Age|Sex
benita|allen|192|F
SANDRA|GRAVES|69|f
arlene| velazquez|57|LGBT
 MEGAN|GRIFFIN|67|M
RUTH |HYDE|40|M
antonio| moore|32|both
jasmine| ford|30|Girl
GENEVIEVE|ROMERO |70|f
THOMAS|HARRIS|51|M
RONALD|DEPAOLA |43|FM
 MAE|VENT|168|Female
 CHUCK|DANIELS|47|m
MARY |YUNDT|43|Female
ISAAC|KAHN |50|LGBT
DON |WILES|45|LGBT
ANDREW| MILLS|69|MF
CHRISTOPHER |CERVONE|30|M
woodrow |cooke|68|M
mark| clark|58|LGBT
TRISHA|BROWN|5|F
MAC| MONTGOMERY|55|-
 william|jeffers|36|F
CHARLOTTE| PAYNE|42|M
stephanie|peredo |86|-
 BRIAN|SEVERANCE|50|-
ETHEL|WING |96|F
PAULETTE |PEREZ|149|Female
 jim|sears|34|F
michael |miller|36|-
 SUZANNE|JENSEN|35|Male
 CAROLYN|BELL|34|F
mary| powell|51|MF
 MARY|JAMES|62|m
 julie|everett|11|FM
 RICKIE|REEVES|57|m
MARGARET |SANDOVAL|31|MF
samuel |berthold|48|f
ROBERT |SHINER|20|f
ronald|theriault |33|-
LANA| SOKOL|51|m
ROMAN|ROSE |15|Girl
joseph| rykaczewski|20|FM
kristopher |gray|38|F
DEBBIE |SPELMAN|35|m
GAIL |SIZEMORE|19|f
PATRICIA| HEDRICK|53|m
JESSE| SIBBETT|183|Girl
RICHARD|FLOREZ|51|m
JEFF|ROSAS |51|f
JOSEPH |HEMBREE|29|f
THOMAS| DIAZ|64|LGBT
kenneth| walker|30|LGBT
BARBARA|FREEMAN|40|F
 DORIS|KENNY|8|F
EDWARD |FIELDS|69|both
KRISTINE|BRIDGES|68|LGBT
JOSEPH|BRACKLEY|57|Female
dorothy|taylor |47|MF
 brittany|mcdonald|15|m
CHARLES |HOPKINS|131|F
 JOSHUA|GOODROW|47|m
paula| larsen|4|F
ILENE|FROST |4|FM
RAPHAEL|WEAVER |70|Girl
JESSE|LANE|50|LGBT
jennifer |hagee|153|MF
ROBIN |GREEN|6|m
 muriel|thomas|71|m
christopher|gardner |23|f
russell|dubois |36|-
DOROTHY |KOVAC|17|-
DONALD |SCOTT|30|Male
MICHAEL|HOLLENBACH |53|M
etta|pontious|44|Man
juana|holman|1|Male
 andrea|jarrett|54|F
JUDITH|RECTOR |28|Male
howard |eckerson|27|Female
tim |kennedy|26|M
martha|hughes|64|FM
abraham|hickey |51|F
 kevin|lenk|46|-
 wayne|agee|150|Female
abraham| schut|131|F
DONALD|SIMPSON|38|f
 ERIC|GILMAN|29|Girl
bill| thorson|14|Girl
CAMERON| HEISSERER|66|both
jay|mannella|53|Male
amber|jacobs|20|m
RYAN|DURAN |176|f
jana|pitts |42|Male
cathy|gage|36|m
belinda|allen|31|both
ALYCE|MELBY|31|LGBT
jonathan |chow|61|m
 ANDREW|SIMMON|86|f
 alicia|young|38|f
james|milar |198|both
FIDEL |HILL|43|Male
KRISTINA |BAKER|38|Male
LOUISE| HOSLE|178|MF
TOBY| SANDERS|34|f
henry|sutherland|65|Female
DOROTHY|MATHIS|26|both
LEANN |GROTHE|54|M
carl |epps|58|F
ROBERT|BALDWIN |65|m
RUFUS|NATALE|58|M
matthew| flynn|64|Male
 james|woody|24|-
gladys|damato |50|MF
SUSAN |ENGELHARDT|17|F
 DONALD|PRATHER|29|-
charlotte| booze|27|F
robert| miller|1|f
 SHIRLEY|WIGLEY|60|both
SARAH|BENTLEY |74|Male
JOHN|SELBY |29|M
DEBORAH|OSGOOD|67|M
jennifer|klein|68|both
 BARBARA|HUDGINS|50|m
maria|king |6|-
charles|hansen |182|both
 beverly|guzman|18|LGBT
 george|anderson|29|both
patricia| arocha|38|m
mattie| morales|36|Male
billy|loya|55|Male
michael|galloway|22|both
rita|ashton |67|M
selma|miller |30|f
CHARLES|HONG |107|both
ROSE| BRADLEY|26|M
leo |charles|15|FM
BETTY|DAVIS |37|-
 MARY|SIMS|43|M
raymond|lheureux |24|M
ellen|chio|42|M
CHRISTINE |CAMACHO|59|F
son |burgoon|68|FM
lois|brubaker|37|Male
kristina|holder|23|LGBT
brandon|hubbard |30|Man
DOUGLAS|CHAIN|184|F
kim |bridges|5|Female
robert|davidson |27|M
maria |weston|17|Girl
shawn|lara |5|m
major|nagy |66|MF
sara| newman|28|-
dorothy |blake|33|f
JOHN|STEINBERGER|68|Male
CLARENCE |ROBINSON|22|M
royce| shelton|65|LGBT
gregory|harton|19|m
robert|sanmartin|59|MF
JOHN |SNOW|62|LGBT
 maria|henderson|153|f
joseph|pagliari|47|F
GERALDINE| GIETZ|44|-
TONY| AGUIRRE|30|both
ELSIE| TOMPKINS|27|f
TIMOTHY|SPENCER|65|-
 MARIA|SCHAFFER|55|Male
neal| meadors|41|f
DAVID |DIMAS|39|m
minnie|morlan |70|m
shirley |ming|14|LGBT
jeanette| mcgalliard|33|LGBT
david|veltre |18|Male
melody|willingham |56|MF
DANIEL|HOPKINS|18|LGBT
 john|moser|5|Man
joesph |berry|60|f
james| sanderson|2|both
PAMELA|PEREZ|66|m
 LILLIAN|IORIO|151|F
tracey|nelson |31|LGBT
 kelly|hanneman|32|Male
tiffany| lane|60|F
 BEN|FOSTER|37|F
DOROTHY|BELILES|27|both
audrey|busk|187|Male
paul|dickens|22|both
 herbert|lavette|54|Male
 NAOMI|TRICKEL|17|-
 FERNANDO|DEVOE|23|m
KENNETH|FONSECA |59|F
laura| jimenes|51|-
julia|brown |39|MF
 ronald|mcmunn|71|f
william|ozaeta|58|both
loren| parham|53|Male
daisy |flickner|20|Female
 PAULA|STATON|65|-
 JOSETTE|WHITE|41|f
CHRISTINE|JACULINA |51|LGBT
ANITA |HOWELL|30|Female
SANTIAGO| DUBOSE|56|F
rey| smith|62|LGBT
KENNETH |MARTIN|144|both
kelli| miraglia|22|LGBT
george|grove |18|Girl
EUGENE|BRUMLEVE|49|Female
raymond |sellman|28|F
RANDALL |HEIN|7|Girl
dale|graham|64|m
emilio| backman|23|Man
LESTER|MALLIN|118|MF
FANNIE|FENNELL |186|LGBT
andrew |francis|54|both
 marie|thomas|18|M
 AMANDA|AGNEW|65|FM
 maxwell|sharrow|43|-
samuel| shafer|57|M
 connie|mackillop|36|f
FELIPE |STRIEGEL|31|Male
betty| machado|1|Male
COLBY |KEEL|111|f
louise| allen|41|M
dana |roberson|40|-
 ryan|duncan|66|Male
ROBERT|ROSS|21|M
rose| courtney|39|m
althea|bianco|3|M
john|wilson |27|both
ANGELICA| KELLY|2|Male
TONY|SWANSON|55|both
danielle|dozier |47|f
debra| migl|47|Male
JACKI |VALENZULA|40|LGBT
cindy |morrison|64|LGBT
shawn| boston|69|M
WILLIAM|HAYDEN|26|LGBT
DESIREE|MCGINNIS|129|Female
donna |hilton|69|-
