First Name|Last Name|Age|Sex
felix| clark|69|m
HENRY|WILLIAMS|51|f
NATIVIDAD|SWANSON |19|FM
DONNA|HARMON |42|LGBT
 RAY|DRURY|41|M
 gail|marquez|62|M
 BETHANY|MEDINA|36|both
ruth |rollins|61|m
kent |myron|20|both
 GEORGE|BROWER|26|Male
michelle|trudel|35|-
SHAWN| GASTON|50|-
dorothy| hill|64|Girl
bernadette|rinehart |27|m
kimberly|cook |47|F
ginger |pleasant|106|m
RANDY|RIPSON|36|M
alvin |bradley|105|MF
 gary|tyson|19|LGBT
 mark|spivey|155|F
SANDRA|HARRIS |58|LGBT
KIRBY| CURRY|50|m
jessica| morris|23|both
ROGER| WILLIAMS|54|-
 james|osborne|58|Male
brandi|simoneavd |37|M
randy| larsen|2|m
kelly| frohling|48|M
STEVE| TURNER|63|-
diane|valero |26|m
james |wilson|58|-
RENE |WILDER|102|LGBT
 CYRIL|BROOKS|25|-
dennis |luoma|49|-
 ANDREW|FARQUHAR|45|Male
 KEVIN|ROBERTS|22|LGBT
 christopher|jackson|61|M
mira |giunta|51|Female
FRANCIS|POWELL|6|f
francisco|wilson|67|Male
DANA|DAUZAT|65|-
BRIAN| LUSK|169|F
beth|lee |64|LGBT
KATHRYN |CRUMPTON|47|Male
ANNA| GIVENS|23|M
MILDRED|HUBBARD |47|FM
JAMES| COATS|64|m
JUSTIN| KURZ|66|F
RONALD| MARBURGER|6|M
KELLY |JACKSON|69|MF
SHERRY|ALLEN|67|both
CATHY |WOODHAM|162|F
keith |smsith|9|f
BARBARA |ANTRIKIN|11|m
CLARENCE| SIMMONS|34|MF
CHRISTINA |IANACONE|46|FM
SCOTT |WHITSITT|54|-
MELVIN|HEROLD|35|LGBT
AARON |TANG|115|LGBT
 mona|reck|50|Male
PETER|BAKER |19|f
 ruth|morton|27|F
joan|markowitz |45|LGBT
mary|rank |3|f
CHRISTINE |BILBAO|38|LGBT
DEBRA|ESPERANZA|53|LGBT
samuel |duguay|69|Male
andy |barnes|35|Female
FERN| STANLEY|49|LGBT
MICHELLE|COOK|37|m
 doris|word|21|both
KEVIN| SCHANZ|24|Female
