First Name|Last Name|Age|Sex
 GORDON|WILLIAMS|108|LGBT
josh| trent|40|F
 JUDY|MILES|172|both
CYNTHIA|DANIELS |27|-
nydia| dominguez|38|m
JASON|CAPPS |21|LGBT
quinton|murray|45|M
SONIA| WILKINS|21|FM
CECIL|PARRETT |177|LGBT
christine|hicks |51|F
russell|fannin|39|M
PAULA |COX|79|F
brian|gonzalez |30|FM
rhonda|sulc |51|Female
harriet| whitham|66|M
michael|kibler |50|Male
 MICHAEL|FERNANDEZ|56|m
KELLY|JORDAN |22|f
 joe|sullivan|186|Male
thomas |birkey|30|both
ANNIE|MINOR |21|m
DEBBIE|JACKSON |66|LGBT
sterling|yost|44|M
CONNIE|FULCHER |36|Man
edgar|bertsch |45|Female
JUDY|GAUTAM |24|F
ROBERT| CANNON|113|both
 carmelo|gordon|43|-
 barbara|cook|176|F
kevin|lovell |60|Male
eugene|suarez |154|M
FELICIA| JOSEPHSON|70|Man
christopher|mctaggart |8|f
brianne|sanderlin|23|f
 FRANK|MELVIN|47|FM
JAMES|HOLLAND |34|M
lisa| tortora|58|M
PAM|MUNGER|50|F
ruth|williams |63|Female
WAYNE|JENKINS|65|-
JULIAN|ATKINS |65|FM
DAVID|FREEBORN |36|Man
 JASON|EDWARDS|47|m
kevin |martinez|35|F
LISA| MOORE|30|M
RUSSELL |GONZALES|33|LGBT
JANET| MILLER|67|LGBT
SAMANTHA |HARMAN|57|both
arlene |dixon|61|-
edwin |janosek|52|Man
MARY| WILSON|82|M
MAYNARD |LASTER|58|f
diane|henry|2|MF
maxine|murphy |54|-
TYLER|THOMAS |48|-
 JOHN|PITTMAN|65|f
charline |rogriguez|14|-
DIEGO|CLINE|173|m
 george|moore|21|Girl
EDDIE|RICE |56|MF
BRANDON|STONE |11|Male
 annie|sanchez|60|F
CARL| COLE|36|MF
MARY |PETTIBONE|23|LGBT
AL |FELIX|61|F
troy| martin|58|LGBT
PATRICIA |HOWELL|32|both
eugenia |dretzka|45|LGBT
carrie|sanders|63|LGBT
 ALLEN|KEEGAN|47|Male
TROY|PELTON |167|F
DAMIAN |ROLAND|19|M
kim|gonzales |50|LGBT
DEBORA|CROOK|40|m
doris|muray |37|both
MELODY|ARNOLD |38|m
 james|gunning|50|Male
trevor| garcia|14|f
AMANDA |SLOAN|63|F
BETTY |BURRELL|94|both
DOUGLAS| DOWDELL|14|M
JODY| HIBBARD|70|M
raymon |martin|43|-
HANNAH |BURKETT|143|Female
JENNIE |BOLK|43|F
gwendolyn |webb|62|MF
 JOHN|MCKENZIE|38|FM
ELOISE|DOBEY|60|M
WILLIAM |HEVEY|150|Female
veda|mckay|52|f
charles|arellano|70|F
 deidra|harris|19|m
 sam|gookin|11|f
jaime|mckenzie|47|m
JOSEPH| KEARNEY|185|both
STEPHEN|DURRANT|30|LGBT
steven| underland|52|-
william| lerch|175|M
 LEONA|MILLER|148|Girl
jeffrey| mccrate|10|M
michael |taylor|51|LGBT
raymond| grossman|4|m
HATTIE|MUELLER |65|F
RACHEL| SNYDER|61|M
johnnie|earnest|56|f
MADELYN |EASON|18|-
 stephen|edgeworth|70|LGBT
sarah| hawkins|109|LGBT
ERIN| DAVIS|61|FM
 HELEN|SEARSON|40|both
 pamela|fast|2|-
lee|thrasher |14|M
ethel|bratchett |43|MF
REBBECA| HARRISON|66|m
 ANN|ALVAREZ|183|FM
 lakisha|piere|49|F
JOY| HARTLEY|45|F
sammy| gallman|45|-
william| lopez|30|Girl
 ARMANDO|PASS|60|m
mary| carriaga|41|-
 MARY|WILSON|47|Girl
richard|fredericks |69|M
BARBARA|ESHOM |53|Man
JAN| HOWELL|39|F
DIANA|MCCLOUD|64|LGBT
 CHRISTINA|ADAMS|49|f
RUTH|EVERETT |34|f
 jeffrey|rossi|19|M
sally |meredith|43|Man
 monika|reed|27|f
JUNE|KILBANE|29|F
DORIS|JOHNSON |20|both
william|ward |154|both
CORNELIA |BARRON|40|f
PATRICIA|DORN|18|MF
MELISSA| WEBB|56|LGBT
CARA| LOPEZ|45|LGBT
 BARBARA|SWANSON|54|F
RUSSELL| DESORCY|65|LGBT
ANN| CLARK|67|Girl
KEVIN|SANCHEZ |42|LGBT
dustin|ballard |30|FM
shane |lawson|70|M
 PHILLIP|PICERNO|17|m
beatrice|brandon |22|F
DARWIN| MOODY|67|M
WILLIAM |MANDEVILLE|69|-
ann|scheffler |14|Girl
brian|ross |53|LGBT
