First Name|Last Name|Age|Sex
WILLIAM|WOODRUFF |26|m
lori|davis|48|f
MAX|DAVIS|19|MF
andrew|howell |19|F
LAKISHA |BEAN|18|m
jack| chicas|8|MF
DENESE|LOVELESS |70|FM
 ADRIAN|HANSEN|97|both
LATOYA|RODRIGUEZ|8|both
ALICE| JONES|70|M
TREVOR|AGUILAR|58|both
 MATTHEW|TILLMAN|16|f
lisa| tillman|149|both
FRANCISCA |STEWARD|39|M
 randal|wies|32|LGBT
PATRICIA |CRUZ|43|both
LADONNA|WHITEHEAD|24|-
 VIOLA|AUSTIN|20|both
RUTH|PEAVY|34|f
EMMA| RAMOS|76|-
 MAY|ALDER|69|M
 WAYNE|SIMPSON|65|f
 ROBERT|SINE|15|Female
 LARA|JONES|63|both
JASON|HENRY|97|m
DONALD|JAROSZ |13|Female
GARY| SCHAEFER|46|Female
jose| perdue|55|F
melvin|dammeyer|21|M
 crystal|summers|38|M
leticia|jaffe |179|-
julio |smith|43|f
TIMOTHY |MILBOURN|28|Male
CHARLES|CRAZIER|77|M
alejandro| hildebrand|53|M
mary |thomas|49|m
 TESS|BOTEILHO|57|Male
nicole|blake |36|m
adelina| bishop|34|Female
 JACK|BERRY|40|FM
FRED |BROWN|49|LGBT
PEDRO|PULTS |57|F
charles |jones|35|f
BRIAN|JOLLY|43|MF
 nancy|tornatore|70|both
RAYMOND|WOMAC|13|Male
STEPHANIE|CURLEY|30|both
 LINDSAY|DAVIS|70|MF
 JOSEPH|KROKOS|13|Male
JOSEPH| LONG|21|Female
 jacob|mccain|59|both
 BRIAN|CRAWFORD|106|-
 MICHEAL|KELLEY|58|M
JUDY |BOYD|42|F
HELEN|HINES |45|both
 LINDSEY|WHITE|166|m
 michael|allen|34|M
matthew|smith |63|F
chris|golliday|174|Man
 marc|dinh|41|m
janie| woodward|26|f
leon|thomas|82|FM
winfred |hatchett|66|both
 dustin|heckert|40|Female
 SHELBY|ROBINSON|65|-
DAVID|SPAIN|24|M
 IDA|EITNIEAR|49|Male
 priscilla|peirce|18|Female
tommy|lawrence |45|m
 JAIME|ROSS|48|Male
ERIN|GUSTAFSON|134|F
 warren|moritz|51|Girl
ROBERT |SCHNEIDER|31|-
alfredo|mahan |38|M
 LENA|APPLEGATE|44|-
michael|mckittrick|20|Male
john|barriere |68|Male
EARL|BYKER |41|FM
MELANIE |JAMES|132|Female
 daniel|mcadams|23|Girl
 JOSE|JACKSON|24|Male
 MELANIE|MEEKS|20|F
meghan|pellowski |106|Male
barbara|macneil|27|both
 MIKE|DRAPER|19|Female
jessie |stanphill|39|Female
christine|reddy |69|Male
HEIDI|BAKER |46|-
ROBERT| STICKEL|69|M
PHILIP| WILSON|36|both
JOHN| LLANES|54|M
 KATHARINA|GLOECKNER|14|-
RICHARD|KOEHL|43|LGBT
jeanelle|parker |104|m
 bradley|crook|160|Male
CARRIE |WOLFRUM|58|LGBT
JORDAN|DOBOS|5|F
john |louis|21|M
CHRISTINA |KOVACS|20|f
scott|walker |60|m
ben|benavidez |38|m
JUDITH| SALGADO|170|Male
william |mccauley|25|M
thomas |walker|25|F
 DAVID|GOLDBERGER|20|LGBT
JOHN |CARTER|57|Male
LULA |LAMONTAGNE|50|Female
ellen |rhodes|64|Female
bernadette|russell|48|m
elena|mccurdy|7|F
 GERALD|FOLEY|52|M
JOHN |PENNY|4|m
dolores |reed|53|Male
CHRISTOPHER|HARREN |69|m
 LUCILLE|MCFALLS|18|Girl
james| hankins|4|Male
TONY| MURRAY|52|f
tom|denger|21|Girl
 minnie|neglia|49|both
stephen |may|54|-
janet|payne |50|-
marlene| castillo|47|Female
thomas|sherratt|64|FM
 THAD|BURNETT|64|F
KRISTIN |LEMELIN|69|both
DARRELL|GAY |40|f
patricia|berger |16|LGBT
troy|anderson|25|F
 gordon|seta|36|M
CAROL|AMAYA |69|F
DORIS|SANDS |68|-
mary|marshall |116|F
robert| pflug|43|F
JAMES| WASHINGTON|28|LGBT
nathan |lankford|46|Male
CARROLL |ALAMO|43|m
anna|porter |2|LGBT
ryan|cherry |41|-
frances| olden|157|LGBT
 BARRY|DUNCAN|28|FM
MELISSA |PETERS|146|FM
theresa |sullens|32|both
keith| adams|3|both
SHERRI|GAGNE |56|Female
KEISHA |LAMKIN|62|f
denny|brill |55|M
tina |denniston|38|f
 BETTYE|DITTMAN|16|both
elizabeth|crouch |5|-
WESLEY |LEWIS|6|Female
MARTHA |COX|41|Female
richard |gregory|23|Female
CECIL|ARRINGTON|52|LGBT
orlando|mccullough|70|LGBT
KAREN|VALLE |45|F
 louise|barnes|191|f
carl|dubose|48|Male
KELLI|SCOGGINS|147|M
ronald| lawrence|60|both
MARILYN|MAULDIN |46|m
LAURA| THOMAS|30|F
richard |jarvis|64|MF
 april|caldwell|39|-
LORETTA|QUACH |184|M
STEVEN |BORDEN|64|Man
sandra|vandyke |42|both
TAMMY|ALANIZ|102|LGBT
ruby|scott|1|f
dan|sanchez|16|m
CRYSTAL |WHITE|69|F
 joann|gaunt|28|M
george|decastro |32|-
HOWARD|DUNN|51|f
charity|normand |17|MF
MADGE|GREEN|46|both
PRICILLA |HINERMAN|71|M
shara| johnson|50|both
 GENE|WATSON|9|LGBT
 BROOKS|KING|68|-
HENRY|SMITH |69|-
MELINDA |MOORE|37|Male
JEANNE |POYER|199|LGBT
george|winters|21|Girl
 phillip|blackmon|23|Male
francisco| caldwell|41|m
 norman|fallon|45|LGBT
james|chisum|18|Male
michael |dale|17|M
JUANITA |PYLES|88|LGBT
 KIMBERLY|CABLE|81|both
DONALD |PERKINS|59|f
 HENRY|KINCHEN|32|Female
 willie|swinford|34|-
 STEVEN|ANDUJAR|79|both
frances |west|69|MF
gloria| schuttler|14|m
 evelyn|alvarez|38|f
kathy |thompson|56|f
 imogene|sostre|4|m
jonathan|davis|41|both
robert |palmer|6|LGBT
SAUL| CHADDERTON|44|F
david|lynn|39|both
GINA|DRURY |31|M
 ERVIN|JONES|32|F
SARA|ALLEN |48|-
CECELIA |HENDERSON|68|MF
MARY|TORRES |45|MF
AMY| CABRERA|57|both
 sandra|stein|38|-
BEVERLY |SMITH|62|both
warren| ankenman|21|M
HELEN|WALKER|17|m
shannon|murphy |27|-
MICHAEL|CHRISTENSEN|69|F
rosa|martinez|66|Male
 ginger|smith|44|Female
bonnie|stewart |178|M
RICHARD|SPOONER|24|LGBT
armando|parrish |2|f
KATHLEEN|CAIN|46|f
marvin |vilkama|179|-
JOHN|ROSE|64|Male
david |smith|7|LGBT
merle|day|37|-
DUANE |WEAVER|45|both
DUDLEY |BARNEY|45|F
david |lyon|14|both
 dorothy|whitley|19|F
OSCAR|BURROWS |110|Man
KELVIN| WILSON|103|both
karen |freeman|118|both
 gabriel|ortega|18|M
delfina |eggen|65|both
EUGENE |FEAGIN|25|F
MARGARET|GRANT|45|LGBT
sharon |harkin|56|-
bobby| brune|69|FM
jennifer |smith|167|m
 VIRGINIA|MARTINEZ|38|Girl
KENNETH |WEATHERFORD|60|m
 CAROL|CLARK|15|Female
LAUREN |STANLEY|54|LGBT
QUINTON| GRUBB|70|Man
lashell|reeves|2|-
GEORGE |CARTER|65|FM
jeanette| solis|37|m
 mildred|morrison|44|M
ELIZABETH|FOSTER|39|LGBT
roberto| sydow|42|Female
 WHITNEY|LOWE|26|M
 leroy|robinson|39|both
 JEFFREY|AUSTIN|68|Female
ARNOLD|CARROLL |43|Male
 AMY|ANDERSON|10|Man
FLOYD|DAVIS|68|both
tristan|young |26|FM
edna |morgan|52|LGBT
bobby| marroquin|52|Male
michelle |greenan|103|both
louis|blount |68|f
shawn|burns |58|F
DAVID |GREEK|142|F
LOGAN| MINARIK|63|f
JAMIE|POOLE|56|f
 JAMES|PARM|42|LGBT
 MARISELA|ROUSE|16|Female
GLORIA|BRIGGS|46|F
MILDRED|CASEY|22|M
GRACE |SOULE|29|F
lucy |peter|65|both
MELISSA|THOMAS|32|FM
mary| williams|97|Man
claude|galassi |22|m
ROBERT |SALAZAR|176|m
TERRI |HARPER|63|Girl
 ROBERT|SHERMAN|49|Female
jean|wilson|52|-
BESSIE |BRADSHAW|66|m
MICHAEL|FOLKS|21|f
tennille|dickson |22|LGBT
james |pastore|152|m
teresa|huff |76|F
deborah|norman|13|F
joseph |mayfield|40|Female
CLAUDIA|AMATO|61|both
 tommie|coffell|134|M
eileen| stile|47|f
james| simpson|2|Female
patty| bretthauer|49|both
 gary|wang|27|m
samatha|vermillion |48|f
KATHERINE|WILLIAMS |60|Male
CHARLOTTE|FLORES|4|Girl
 cecilia|brantly|7|f
 VALERIE|RUNNELS|47|F
 stephen|witt|58|M
JOHN|DONAHUE |40|f
douglas |robertson|52|Female
 shannon|goodwill|56|f
joe |yaiva|46|m
CASSANDRA| EVANS|49|both
margaret|jondle|33|MF
 ODESSA|GORTON|140|-
SUSAN| STORY|65|LGBT
 COREY|BERRY|58|Male
ronnie|dortch|39|f
jason| turnbull|55|F
JAY|MANN |64|both
GLENN|CAPPELLO |66|m
JOANNE |PEREZ|33|MF
JORGE| HELMER|45|both
leon |odum|63|-
NORMAN| DEVEREAUX|61|-
 MARY|PHELPS|68|Female
 lucille|bennett|50|LGBT
CURTIS|BROWN |55|Male
claire|gaston|41|LGBT
michael|jacob |65|Female
geneva|celis |75|-
john|mcpherson|26|Male
MELANIE|WINFREY|9|both
 noel|martinez|195|M
MICHAEL|BAILEY|41|F
STEPHEN| SUAREZ|23|Male
lanny |larocco|18|Male
sharon |wright|49|Girl
ARMANDO|GRANDERSON|38|Female
 gary|taylor|19|-
kelli|chevarie|21|Male
 TERRY|THOMAS|21|m
CAROL|SMITH |70|f
JEANNE|SULLIVAN|22|F
