First Name|Last Name|Age|Sex
DEANNA| MILLER|68|both
 paige|casley|52|FM
betty| venice|50|MF
janel|lombardi|21|f
MICHAEL|DOMENICE |41|-
shaun|byers |118|Girl
LUKE|SMITH |105|f
mark |mitchell|24|Male
 roland|bucci|47|M
bruce |stepnoski|186|f
ALPHONSO |HUTCHINSON|10|m
 MARY|SMITH|66|Female
 felipe|janus|18|F
john|russell|59|Male
frederick|fagan |61|m
maria| golden|81|both
jackie|garcia |90|M
 NICOLE|KUES|70|Girl
BRYAN|KENT|40|F
ALBERT|BRITTEN |35|MF
JOSEPHINE| MUNIZ|65|M
kimberly|hernandez |68|-
adam |gamble|70|Girl
 DAVID|HASKINS|35|-
jena|omar|31|MF
ANNETTE |DIAZ|56|both
 mike|powell|55|both
JOHN |PITCOCK|70|both
dan| hall|68|m
bernard|whitman|26|F
kenneth| eraso|56|F
allan |eldridge|40|F
mica |adams|57|Male
SEBASTIAN|DOWNING |59|F
 michael|worley|34|f
tracy| ramsey|52|both
william| cooley|26|f
timothy |zeiler|64|m
sabrina|boesiger |64|LGBT
JUDY|ROBB|43|LGBT
thomas|prost |33|Female
 judy|erwin|19|M
DAVID|VINSON |40|Girl
JEREMY| SPADER|5|F
james|draughn|86|LGBT
pamela|hines|192|LGBT
 angelina|richardson|61|LGBT
mary |robles|67|Female
charles| duran|15|FM
LOIS| BAKER|42|Male
nancy |massey|60|m
douglas|mccloskey|45|F
CYNTHIA| FALCON|47|LGBT
VIOLET|WOODSON |190|M
 james|zdenek|87|f
alice| huskey|149|m
johnnie|geer |23|m
dora |yusef|27|MF
MARTHA|HAMILTON|24|LGBT
david| anderson|40|M
BOBBI |HERRON|193|Female
 JOHN|RIVERA|10|LGBT
john|smith |62|M
 jason|markowitz|45|m
 amy|ross|14|M
peter| wenz|4|M
RONNIE|FOSTER|39|M
JOE| FARMER|72|f
brian|schneider|46|-
JERRY|WILLIAMS |39|F
PHYLLIS| WHITE|23|F
joe| mcdonald|32|-
dorothy|evert |62|both
robert |sanchez|57|m
jeffrey|thom|35|both
DENNIS|JESUS |54|f
jeff |klug|36|-
jason |miller|53|F
 brian|overturf|77|LGBT
shawn |keefer|53|F
STEPHANIE| LAPP|43|Man
JAMES|JOHNSTON |25|LGBT
ruth| christopherso|25|f
KAREN|CLAEYS |18|both
ROBERT| STAMEY|55|LGBT
